EID,TYPECODE,DJDATE,IFHOME,PROJECT_CNT,PROJECT_INHOME_CNT,PROJECT_OUTHOME_CNT,PROJECT_INHOME_RATE,PROJECT_OUTHOME_RATE,PROJECT_TYPECODE_CNT,PROJECT_FIRST_TYPECODE,PROJECT_END_TYPECODE,PROJECT_FIRST_TIME,PROJECT_END_TIME
370552,"[4212154 4809787 5770299 5372477 4826267 5585549 4771872 4983769 4016327
 5441180]","['2014-05' '2014-12' '2015-08' '2015-06' '2014-12' '2015-07' '2014-11'
 '2015-02' '2014-02' '2015-06']",[0 1 0 1 0 0 1 1 0 1],10,5,5,0.5,0.5,10,4212154,5441180,2014-05,2015-06
403327,[5221065],['2015-04'],[0],1,0,1,0.0,1.0,1,5221065,5221065,2015-04,2015-04
124800,[5501003],['2015-07'],[1],1,1,0,1.0,0.0,1,5501003,5501003,2015-07,2015-07
305026,[4487178 4483968 4613984],['2014-08' '2014-08' '2014-10'],[0 0 0],3,0,3,0.0,1.0,3,4487178,4613984,2014-08,2014-10
100226,[5641103],['2015-07'],[0],1,0,1,0.0,1.0,1,5641103,5641103,2015-07,2015-07
354184,[4103527],['2014-04'],[1],1,1,0,1.0,0.0,1,4103527,4103527,2014-04,2014-04
370570,[4825146],['2014-12'],[0],1,0,1,0.0,1.0,1,4825146,4825146,2014-12,2014-12
493452,[3233895 3222408],['2013-12' '2013-12'],[1 1],2,2,0,1.0,0.0,2,3233895,3222408,2013-12,2013-12
10126,[4895002 4791423 4896325],['2014-12' '2014-12' '2014-12'],[1 1 0],3,2,1,0.6666666666666666,0.3333333333333333,3,4895002,4896325,2014-12,2014-12
509839,"[3107480 3029796 3200294 4923581 4581045 4220805 4483551 5151082 4644723
 4528585 4648984 5003005 4435476 4758157 4776345 4253411 5551975]","['2013-11' '2013-09' '2013-12' '2015-01' '2014-09' '2014-06' '2014-08'
 '2015-04' '2014-10' '2014-09' '2014-10' '2015-02' '2014-08' '2014-11'
 '2014-11' '2014-06' '2015-07']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],17,17,0,1.0,0.0,17,3107480,5551975,2013-11,2015-07
386964,[3221416],['2013-12'],[1],1,1,0,1.0,0.0,1,3221416,3221416,2013-12,2013-12
133014,[5333008],['2015-05'],[1],1,1,0,1.0,0.0,1,5333008,5333008,2015-05,2015-05
362390,"[5637443 5488898 3225806 5300156 3130444 3037331 3040036 3232592 3040037
 5598045 3229704 5691680 4847758 3197288 3006523 3185845 3135100 5020444
 3062696 3040248 3197519 3206655 3118541 5608764 3025783 5499841 3244758
 3142402 5462098 4107585 4416872 5466533 4968334 4646279 4743357 5494405
 4324547 5761781 4842168 4889817 5407822 5547917 4387170 4673383 5195754
 4334543 5782096 4706857 4852208 5427917 5745244 4596880 4578557 5633423
 4959936 4838524 4482327 4613384 4318553 4142016 4864675 4815146 4772741
 4242977 4294942 4134175 4760503 5685196 5526539 4658954 4509432 4678049
 4642128 4308615 4920873 4798502 4531872 4377820 4293804 4932737 4363749
 5413596 4614587 4106915 5462222 5572545 4414889 3985027 5325196 4468419
 4303022 4511263 5215023 4924361 5563646 4160122 5306542 5767758 3982735
 4819242 5136542 5050458 5195755 4289519 4924276 4197466 3220534 5599135
 5375906]","['2015-07' '2015-06' '2013-12' '2015-05' '2013-11' '2013-10' '2013-10'
 '2013-12' '2013-10' '2015-07' '2013-12' '2015-08' '2014-12' '2013-12'
 '2013-09' '2013-12' '2013-11' '2015-02' '2013-10' '2013-10' '2013-12'
 '2013-12' '2013-11' '2015-07' '2013-09' '2015-07' '2013-12' '2013-11'
 '2015-06' '2014-04' '2014-08' '2015-06' '2015-01' '2014-10' '2014-11'
 '2015-07' '2014-07' '2015-08' '2014-12' '2014-12' '2015-06' '2015-07'
 '2014-07' '2014-10' '2015-04' '2014-07' '2015-08' '2014-11' '2014-12'
 '2015-06' '2015-08' '2014-09' '2014-09' '2015-07' '2015-01' '2014-12'
 '2014-08' '2014-10' '2014-07' '2014-05' '2014-12' '2014-12' '2014-11'
 '2014-06' '2014-06' '2014-04' '2014-11' '2015-08' '2015-07' '2014-10'
 '2014-09' '2014-10' '2014-10' '2014-07' '2015-01' '2014-12' '2014-09'
 '2014-07' '2014-06' '2015-01' '2014-07' '2015-06' '2014-10' '2014-04'
 '2015-06' '2015-07' '2014-08' '2014-01' '2015-05' '2014-08' '2014-07'
 '2014-09' '2015-04' '2015-01' '2015-07' '2014-05' '2015-05' '2015-08'
 '2014-01' '2014-12' '2015-03' '2015-03' '2015-04' '2014-06' '2015-01'
 '2014-05' '2013-12' '2015-07' '2015-06']","[0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 0
 0 0 1 1 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1
 0 0 1 0 1 0 0 1 1 1 1 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 1 1 1 1 1]",109,41,68,0.3761467889908257,0.6238532110091743,109,5637443,5375906,2015-07,2015-06
280474,[3239152],['2013-12'],[1],1,1,0,1.0,0.0,1,3239152,3239152,2013-12,2013-12
526234,[3008091 4456270 4164454],['2013-09' '2014-08' '2014-05'],[1 1 0],3,2,1,0.6666666666666666,0.3333333333333333,3,3008091,4164454,2013-09,2014-05
370590,"[5738220 3045022 5720140 5476036 4462283 4145589 5677381 4178699 4609515
 5267561 5677353]","['2015-08' '2013-10' '2015-08' '2015-06' '2014-08' '2014-05' '2015-08'
 '2014-05' '2014-10' '2015-05' '2015-08']",[1 0 1 1 1 1 1 1 1 1 1],11,10,1,0.9090909090909091,0.09090909090909091,11,5738220,5677353,2015-08,2015-08
141215,[5482034 4281083],['2015-06' '2014-06'],[1 1],2,2,0,1.0,0.0,2,5482034,4281083,2015-06,2014-06
173984,[5624992],['2015-07'],[0],1,0,1,0.0,1.0,1,5624992,5624992,2015-07,2015-07
337827,[4423427],['2014-08'],[1],1,1,0,1.0,0.0,1,4423427,4423427,2014-08,2014-08
141220,[3242672 3171090 4615042 5224410 4584961 5494678 5595350 4489974],"['2013-12' '2013-11' '2014-10' '2015-04' '2014-09' '2015-07' '2015-07'
 '2014-08']",[1 1 1 1 1 1 1 1],8,8,0,1.0,0.0,8,3242672,4489974,2013-12,2014-08
173996,[4573985 4759072 4207522 4974783 4927073 4222105 4161451 5486368 3180516],"['2014-09' '2014-11' '2014-05' '2015-01' '2015-01' '2014-06' '2014-05'
 '2015-06' '2013-12']",[0 0 1 0 0 0 0 0 0],9,1,8,0.1111111111111111,0.8888888888888888,9,4573985,3180516,2014-09,2013-12
419757,"[3190125 3033041 3195157 3069643 3033040 4303353 4366776 4261277 4261049
 4791369 4818279 4384426]","['2013-12' '2013-09' '2013-12' '2013-10' '2013-09' '2014-07' '2014-07'
 '2014-06' '2014-06' '2014-12' '2014-12' '2014-07']",[1 1 1 1 1 1 1 1 1 1 1 1],12,12,0,1.0,0.0,12,3190125,4384426,2013-12,2014-07
386990,[4425803],['2014-08'],[1],1,1,0,1.0,0.0,1,4425803,4425803,2014-08,2014-08
247727,[5664287],['2015-08'],[1],1,1,0,1.0,0.0,1,5664287,5664287,2015-08,2015-08
518064,[3007988 4194403],['2013-09' '2014-05'],[1 1],2,2,0,1.0,0.0,2,3007988,4194403,2013-09,2014-05
485294,[3040750],['2013-10'],[0],1,0,1,0.0,1.0,1,3040750,3040750,2013-10,2013-10
493489,[3230441 3230375 4568877 5492855 5662812 5460159],['2013-12' '2013-12' '2014-09' '2015-07' '2015-08' '2015-06'],[1 1 1 1 1 1],6,6,0,1.0,0.0,6,3230441,5460159,2013-12,2015-06
1964,[4301796 4498680],['2014-07' '2014-08'],[1 1],2,2,0,1.0,0.0,2,4301796,4498680,2014-07,2014-08
477108,[5755177],['2015-08'],[0],1,0,1,0.0,1.0,1,5755177,5755177,2015-08,2015-08
239541,[3239152],['2013-12'],[1],1,1,0,1.0,0.0,1,3239152,3239152,2013-12,2013-12
493492,[3165048 3165049],['2013-11' '2013-11'],[1 1],2,2,0,1.0,0.0,2,3165048,3165049,2013-11,2013-11
419767,"[3213506 4281982 4208873 5547068 5547069 5547064 5406700 5644655 5372308
 5507662]","['2013-12' '2014-06' '2014-04' '2015-07' '2015-07' '2015-07' '2015-06'
 '2015-07' '2015-06' '2015-07']",[1 1 1 1 1 1 1 1 1 1],10,10,0,1.0,0.0,10,3213506,5507662,2013-12,2015-07
395194,[4748384],['2014-11'],[1],1,1,0,1.0,0.0,1,4748384,4748384,2014-11,2014-11
51130,[4926791],['2015-01'],[1],1,1,0,1.0,0.0,1,4926791,4926791,2015-01,2015-01
313276,[4952781 4681152],['2015-01' '2014-10'],[0 1],2,1,1,0.5,0.5,2,4952781,4681152,2015-01,2014-10
34749,[5474437 3995382],['2015-06' '2014-01'],[1 1],2,2,0,1.0,0.0,2,5474437,3995382,2015-06,2014-01
518078,[4080462],['2014-04'],[1],1,1,0,1.0,0.0,1,4080462,4080462,2014-04,2014-04
67517,[3063908 4864975],['2013-10' '2014-12'],[0 1],2,1,1,0.5,0.5,2,3063908,4864975,2013-10,2014-12
182203,"[2986508 2975618 4306789 4395023 4339477 5444823 5587914 4724253 5444662
 4742301 4490703 4734391 4993253 5649540 5408926 4870701 5495387 4726078
 4451125 4915392]","['2013-09' '2013-09' '2014-07' '2014-07' '2014-07' '2015-06' '2015-07'
 '2014-11' '2015-06' '2014-11' '2014-08' '2014-11' '2015-02' '2015-08'
 '2015-06' '2014-12' '2015-07' '2014-11' '2014-08' '2015-01']",[1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1],20,19,1,0.95,0.05,20,2986508,4915392,2013-09,2015-01
427970,[4762525],['2014-11'],[1],1,1,0,1.0,0.0,1,4762525,4762525,2014-11,2014-11
133059,[4875163],['2014-12'],[1],1,1,0,1.0,0.0,1,4875163,4875163,2014-12,2014-12
26565,[5355600],['2015-05'],[1],1,1,0,1.0,0.0,1,5355600,5355600,2015-05,2015-05
75718,[5422488 5509612],['2015-06' '2015-07'],[0 0],2,0,2,0.0,1.0,2,5422488,5509612,2015-06,2015-07
354249,[4359773],['2014-07'],[1],1,1,0,1.0,0.0,1,4359773,4359773,2014-07,2014-07
436171,[5684780],['2015-08'],[1],1,1,0,1.0,0.0,1,5684780,5684780,2015-08,2015-08
18379,[4462050 5348846 5391717 4675476 4543185 4006038 5429141],['2014-08' '2015-05' '2015-06' '2014-10' '2014-09' '2014-01' '2015-06'],[0 1 0 0 1 0 0],7,2,5,0.2857142857142857,0.7142857142857143,7,4462050,5429141,2014-08,2015-06
362446,[2998908 4394502 4072448 4003351],['2013-09' '2014-07' '2014-03' '2014-01'],[0 0 0 0],4,0,4,0.0,1.0,4,2998908,4003351,2013-09,2014-01
436181,[5136203 4875163 4895002 4747989 4641008 5164887 4392985 4538452],"['2015-03' '2014-12' '2014-12' '2014-11' '2014-10' '2015-04' '2014-07'
 '2014-09']",[1 1 1 1 1 0 1 1],8,7,1,0.875,0.125,8,5136203,4538452,2015-03,2014-09
509912,[4660253],['2014-10'],[0],1,0,1,0.0,1.0,1,4660253,4660253,2014-10,2014-10
174040,[3228258],['2013-12'],[1],1,1,0,1.0,0.0,1,3228258,3228258,2013-12,2013-12
182233,[3072794],['2013-10'],[0],1,0,1,0.0,1.0,1,3072794,3072794,2013-10,2013-10
427995,[5669932 4228972],['2015-08' '2014-06'],[1 1],2,2,0,1.0,0.0,2,5669932,4228972,2015-08,2014-06
419800,[4494740 4059324 4894447 5652485 5763436 5338750 4823049 5652657],"['2014-08' '2014-03' '2014-12' '2015-08' '2015-08' '2015-05' '2014-12'
 '2015-08']",[1 1 1 1 1 1 1 1],8,8,0,1.0,0.0,8,4494740,5652657,2014-08,2015-08
247773,[5527955],['2015-07'],[1],1,1,0,1.0,0.0,1,5527955,5527955,2015-07,2015-07
190431,"[5392258 5632429 3121059 3157498 3211638 4828234 4334427 5274035 4398618
 5575254 5496473 5646632 4403131 5725826 4496737 4778131 5301890]","['2015-06' '2015-07' '2013-11' '2013-11' '2013-12' '2014-12' '2014-07'
 '2015-05' '2014-07' '2015-07' '2015-07' '2015-08' '2014-07' '2015-08'
 '2014-08' '2014-11' '2015-05']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],17,0,17,0.0,1.0,17,5392258,5301890,2015-06,2015-05
10208,[3070520],['2013-10'],[1],1,1,0,1.0,0.0,1,3070520,3070520,2013-10,2013-10
477153,[4418518 4126353],['2014-08' '2014-04'],[0 0],2,0,2,0.0,1.0,2,4418518,4126353,2014-08,2014-04
403429,[4934511],['2015-01'],[0],1,0,1,0.0,1.0,1,4934511,4934511,2015-01,2015-01
460774,[4024492 5347543],['2014-02' '2015-05'],[1 1],2,2,0,1.0,0.0,2,4024492,5347543,2014-02,2015-05
198633,[3965221 5676837],['2014-01' '2015-08'],[0 0],2,0,2,0.0,1.0,2,3965221,5676837,2014-01,2015-08
477162,[4126150 4485138 4635598 4657606 4242205 4096665 4225552],['2014-04' '2014-08' '2014-10' '2014-10' '2014-06' '2014-04' '2014-06'],[0 0 0 0 1 0 0],7,1,6,0.14285714285714285,0.8571428571428571,7,4126150,4225552,2014-04,2014-06
329706,[5790646],['2015-08'],[0],1,0,1,0.0,1.0,1,5790646,5790646,2015-08,2015-08
411628,[5016629],['2015-02'],[1],1,1,0,1.0,0.0,1,5016629,5016629,2015-02,2015-02
51181,[3222408],['2013-12'],[1],1,1,0,1.0,0.0,1,3222408,3222408,2013-12,2013-12
411629,[3090629 4502753 5492855 4790420 4103943 4837393 3964974 4730533],"['2013-10' '2014-09' '2015-07' '2014-12' '2014-04' '2014-12' '2014-01'
 '2014-11']",[1 1 1 1 1 1 1 1],8,8,0,1.0,0.0,8,3090629,4730533,2013-10,2014-11
108525,[3991789 3988083 5672628],['2014-01' '2014-01' '2015-08'],[0 0 0],3,0,3,0.0,1.0,3,3991789,5672628,2014-01,2015-08
460781,[4987503],['2015-02'],[1],1,1,0,1.0,0.0,1,4987503,4987503,2015-02,2015-02
247793,[4643933 4305849 4269000 4841048 4399238 4262103 4630955],['2014-10' '2014-07' '2014-06' '2014-12' '2014-07' '2014-06' '2014-10'],[1 1 1 1 1 1 1],7,7,0,1.0,0.0,7,4643933,4630955,2014-10,2014-10
157680,[5259315],['2015-05'],[1],1,1,0,1.0,0.0,1,5259315,5259315,2015-05,2015-05
206832,[4915948],['2015-01'],[1],1,1,0,1.0,0.0,1,4915948,4915948,2015-01,2015-01
157684,[5375067 5342948 5096947 4240622 4351598 4208873],['2015-06' '2015-05' '2015-03' '2014-06' '2014-07' '2014-04'],[1 1 1 1 1 1],6,6,0,1.0,0.0,6,5375067,4208873,2015-06,2014-04
509941,[3150392 4755631],['2013-11' '2014-11'],[0 0],2,0,2,0.0,1.0,2,3150392,4755631,2013-11,2014-11
174068,"[3075634 3143555 3242662 5548286 5461734 5509253 4572134 5705063 5756675
 5169087 4418969 4217461]","['2013-10' '2013-11' '2013-12' '2015-07' '2015-06' '2015-07' '2014-09'
 '2015-08' '2015-08' '2015-04' '2014-08' '2014-06']",[0 0 1 0 0 0 0 0 0 0 0 0],12,1,11,0.08333333333333333,0.9166666666666666,12,3075634,4217461,2013-10,2014-06
419829,[5527802 4211923],['2015-07' '2014-05'],[1 1],2,2,0,1.0,0.0,2,5527802,4211923,2015-07,2014-05
509943,"[3030415 4875552 4322105 5517228 5542269 4146524 4411513 4283847 4704873
 4304007 5668307 5556724]","['2013-09' '2014-12' '2014-07' '2015-07' '2015-07' '2014-05' '2014-08'
 '2014-06' '2014-11' '2014-07' '2015-08' '2015-07']",[1 1 1 1 1 1 1 1 1 1 1 0],12,11,1,0.9166666666666666,0.08333333333333333,12,3030415,5556724,2013-09,2015-07
190457,"[3219321 3189199 3190516 3028539 3238985 3982123 4641354 5409062 3972335
 4934360 4150529 5323286]","['2013-12' '2013-12' '2013-12' '2013-09' '2013-12' '2014-01' '2014-10'
 '2015-06' '2014-01' '2015-01' '2014-05' '2015-05']",[0 0 0 0 0 0 1 0 0 0 0 0],12,1,11,0.08333333333333333,0.9166666666666666,12,3219321,5323286,2013-12,2015-05
51194,[5069773 4384486 4396863 5413099 5569657],['2015-03' '2014-07' '2014-07' '2015-06' '2015-07'],[1 1 1 1 1],5,5,0,1.0,0.0,5,5069773,5569657,2015-03,2015-07
444412,[3973250 3075023 4208873 4561487 4893998 5644655],['2014-01' '2013-10' '2014-04' '2014-09' '2014-12' '2015-07'],[1 1 1 1 1 1],6,6,0,1.0,0.0,6,3973250,5644655,2014-01,2015-07
518141,[4023651],['2014-02'],[1],1,1,0,1.0,0.0,1,4023651,4023651,2014-02,2014-02
452605,"[3192093 3071074 3114853 3120815 3128480 4823771 4114221 4130015 4082071
 4357061 4707377 4015959 4118014 4458078 4258528 4803171]","['2013-12' '2013-10' '2013-11' '2013-11' '2013-11' '2014-12' '2014-04'
 '2014-04' '2014-04' '2014-07' '2014-11' '2014-02' '2014-04' '2014-08'
 '2014-06' '2014-12']",[1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1],16,15,1,0.9375,0.0625,16,3192093,4803171,2013-12,2014-12
485375,[4772924 4929398],['2014-11' '2015-01'],[0 1],2,1,1,0.5,0.5,2,4772924,4929398,2014-11,2015-01
108544,[3210773],['2013-12'],[1],1,1,0,1.0,0.0,1,3210773,3210773,2013-12,2013-12
239617,"[4311650 4816661 5685760 5641335 5641269 4811146 5376199 5505612 5229920
 4461533 5698182 5702401]","['2014-07' '2014-12' '2015-08' '2015-07' '2015-07' '2014-12' '2015-06'
 '2015-07' '2015-04' '2014-08' '2015-08' '2015-08']",[1 1 1 1 1 1 1 1 1 1 1 1],12,12,0,1.0,0.0,12,4311650,5702401,2014-07,2015-08
239618,[4602810],['2014-10'],[1],1,1,0,1.0,0.0,1,4602810,4602810,2014-10,2014-10
436232,[3186719 4791423],['2013-12' '2014-12'],[1 1],2,2,0,1.0,0.0,2,3186719,4791423,2013-12,2014-12
75787,"[3098622 4976414 5267759 4876078 3202316 3178576 3229842 4931914 2997006
 5640929 3124940 5074856 4860417 4905811 4762418 4087151 5120755 4895002
 4977477 4914946 4175646 5180635 4808398 4477756 4721230 5748756 4488277
 4641008 4119626 5198581 4097721 4806126 4884933]","['2013-11' '2015-01' '2015-05' '2014-12' '2013-12' '2013-12' '2013-12'
 '2015-01' '2013-09' '2015-07' '2013-11' '2015-03' '2014-12' '2015-01'
 '2014-11' '2014-04' '2015-03' '2014-12' '2015-02' '2015-01' '2014-05'
 '2015-04' '2014-12' '2014-08' '2014-11' '2015-08' '2014-08' '2014-10'
 '2014-04' '2015-04' '2014-04' '2014-12' '2014-12']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 0 1 1 1 1 0 0],33,10,23,0.30303030303030304,0.696969696969697,33,3098622,4884933,2013-11,2014-12
10253,[4689468 4838571],['2014-11' '2014-12'],[1 1],2,2,0,1.0,0.0,2,4689468,4838571,2014-11,2014-12
329741,[4908918],['2015-01'],[0],1,0,1,0.0,1.0,1,4908918,4908918,2015-01,2015-01
264205,[3005380],['2013-09'],[1],1,1,0,1.0,0.0,1,3005380,3005380,2013-09,2013-09
2065,[4141753 5390950],['2014-05' '2015-06'],[1 1],2,2,0,1.0,0.0,2,4141753,5390950,2014-05,2015-06
75798,[3067677],['2013-10'],[1],1,1,0,1.0,0.0,1,3067677,3067677,2013-10,2013-10
264216,[4028186],['2014-02'],[1],1,1,0,1.0,0.0,1,4028186,4028186,2014-02,2014-02
321561,"[3215816 5775893 5506418 5521769 5629828 4997018 4297689 5770362 4731975
 5465776 5695696 4588570 4684504 4684589 4345442 4655504 4786054 5764381]","['2013-12' '2015-08' '2015-07' '2015-07' '2015-07' '2015-02' '2014-06'
 '2015-08' '2014-11' '2015-06' '2015-08' '2014-09' '2014-10' '2014-10'
 '2014-07' '2014-10' '2014-11' '2015-08']",[0 0 1 0 0 1 0 0 0 1 1 1 0 0 1 0 0 1],18,7,11,0.3888888888888889,0.6111111111111112,18,3215816,5764381,2013-12,2015-08
75801,[4203709 4431228],['2014-05' '2014-08'],[1 0],2,1,1,0.5,0.5,2,4203709,4431228,2014-05,2014-08
256028,"[4875877 4875163 4396874 4114173 4232410 5764381 4653676 5454402 3979963
 4008272 4959023 4470043]","['2014-12' '2014-12' '2014-07' '2014-04' '2014-06' '2015-08' '2014-10'
 '2015-06' '2014-01' '2014-01' '2015-01' '2014-08']",[1 1 1 1 1 1 0 1 1 1 1 0],12,10,2,0.8333333333333334,0.16666666666666666,12,4875877,4470043,2014-12,2014-08
296988,[3127991],['2013-11'],[1],1,1,0,1.0,0.0,1,3127991,3127991,2013-11,2013-11
133152,[3174553 3132073 3189431 3081254 4815306 4107473 4068809 5668691 4682968],"['2013-12' '2013-11' '2013-12' '2013-10' '2014-12' '2014-04' '2014-03'
 '2015-08' '2014-10']",[1 1 0 1 1 1 1 0 1],9,7,2,0.7777777777777778,0.2222222222222222,9,3174553,4682968,2013-12,2014-10
2082,[5504215],['2015-07'],[0],1,0,1,0.0,1.0,1,5504215,5504215,2015-07,2015-07
305186,[5174133 5218094 4130756 4127503 4930371 4930303],['2015-04' '2015-04' '2014-04' '2014-04' '2015-01' '2015-01'],[0 0 0 0 0 0],6,0,6,0.0,1.0,6,5174133,4930303,2015-04,2015-01
272420,[5432050],['2015-06'],[1],1,1,0,1.0,0.0,1,5432050,5432050,2015-06,2015-06
10275,"[3126921 3228916 3008253 4016035 4353417 4645707 4382095 4968664 5239864
 4848281 4927862 5161499 4158294 5449642 4022130 4747555 5759030 3982106
 5051067 4237681]","['2013-11' '2013-12' '2013-09' '2014-02' '2014-07' '2014-10' '2014-07'
 '2015-01' '2015-04' '2014-12' '2015-01' '2015-04' '2014-05' '2015-06'
 '2014-02' '2014-11' '2015-08' '2014-01' '2015-03' '2014-06']",[1 1 0 1 0 0 0 0 0 1 0 0 1 0 1 1 1 1 0 1],20,10,10,0.5,0.5,20,3126921,4237681,2013-11,2014-06
231458,[3105567 4608577 4411792 4245217 5556026 4132571 4280226],['2013-11' '2014-10' '2014-08' '2014-06' '2015-07' '2014-04' '2014-06'],[0 0 0 0 1 0 0],7,1,6,0.14285714285714285,0.8571428571428571,7,3105567,4280226,2013-11,2014-06
34855,[4912604 5775346],['2015-01' '2015-08'],[0 0],2,0,2,0.0,1.0,2,4912604,5775346,2015-01,2015-08
133155,[4472928 4672794],['2014-08' '2014-10'],[0 1],2,1,1,0.5,0.5,2,4472928,4672794,2014-08,2014-10
34857,[4006471],['2014-01'],[1],1,1,0,1.0,0.0,1,4006471,4006471,2014-01,2014-01
2090,[3033588 5169401],['2013-09' '2015-04'],[1 1],2,2,0,1.0,0.0,2,3033588,5169401,2013-09,2015-04
444460,[3166705 4239378 5650914],['2013-11' '2014-06' '2015-08'],[0 0 0],3,0,3,0.0,1.0,3,3166705,5650914,2013-11,2015-08
141357,[3003370],['2013-09'],[1],1,1,0,1.0,0.0,1,3003370,3003370,2013-09,2013-09
313390,[4571527],['2014-09'],[1],1,1,0,1.0,0.0,1,4571527,4571527,2014-09,2014-09
321581,[5083744],['2015-03'],[0],1,0,1,0.0,1.0,1,5083744,5083744,2015-03,2015-03
18480,"[2976945 3236252 3168198 4823953 2994299 2980354 4239362 4143918 4601800
 4031077 4622107 4584494 4205782 4901133 4346360 4198030 4536219 4823388
 4810096 4810107]","['2013-09' '2013-12' '2013-11' '2014-12' '2013-09' '2013-09' '2014-06'
 '2014-05' '2014-09' '2014-02' '2014-10' '2014-09' '2014-04' '2015-01'
 '2014-07' '2014-05' '2014-09' '2014-12' '2014-12' '2014-12']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20,0,20,0.0,1.0,20,2976945,4810107,2013-09,2014-12
116784,[5733647],['2015-08'],[0],1,0,1,0.0,1.0,1,5733647,5733647,2015-08,2015-08
92208,[3040618 3205498 5377364 5429681 4523095 4522887 4899494],['2013-10' '2013-12' '2015-06' '2015-06' '2014-09' '2014-09' '2015-01'],[1 1 0 0 0 0 0],7,2,5,0.2857142857142857,0.7142857142857143,7,3040618,4899494,2013-10,2015-01
182323,[5189058],['2015-04'],[0],1,0,1,0.0,1.0,1,5189058,5189058,2015-04,2015-04
501813,"[3103771 3042310 3042310 3103771 5253213 4513726 4130289 4888692 4556353
 4853171]","['2013-11' '2013-10' '2013-10' '2013-11' '2015-05' '2014-09' '2014-04'
 '2014-12' '2014-09' '2014-12']",[0 1 1 0 1 1 1 1 1 1],10,8,2,0.8,0.2,8,3103771,4853171,2013-11,2014-12
313397,[3000686],['2013-09'],[1],1,1,0,1.0,0.0,1,3000686,3000686,2013-09,2013-09
133176,[3055212],['2013-10'],[1],1,1,0,1.0,0.0,1,3055212,3055212,2013-10,2013-10
239673,[3182968 3182900],['2013-12' '2013-12'],[1 1],2,2,0,1.0,0.0,2,3182968,3182900,2013-12,2013-12
272441,[5707434],['2015-08'],[0],1,0,1,0.0,1.0,1,5707434,5707434,2015-08,2015-08
362555,[4893410],['2014-12'],[0],1,0,1,0.0,1.0,1,4893410,4893410,2014-12,2014-12
116797,[4115161 5096455 4135849 4758571 4169985 4049060 4442207 4035243],"['2014-04' '2015-03' '2014-04' '2014-11' '2014-05' '2014-03' '2014-08'
 '2014-03']",[0 0 0 0 0 0 0 0],8,0,8,0.0,1.0,8,4115161,4035243,2014-04,2014-03
337983,[3231340 3206961],['2013-12' '2013-12'],[0 0],2,0,2,0.0,1.0,2,3231340,3206961,2013-12,2013-12
75843,[4895002],['2014-12'],[1],1,1,0,1.0,0.0,1,4895002,4895002,2014-12,2014-12
493637,[4934045],['2015-01'],[0],1,0,1,0.0,1.0,1,4934045,4934045,2015-01,2015-01
223304,"[5697471 3040960 4462135 5542430 4252113 4205125 4522339 5788145 4482736
 4385311 4884560 4369028 4558887 5229259]","['2015-08' '2013-10' '2014-08' '2015-07' '2014-06' '2014-05' '2014-09'
 '2015-08' '2014-08' '2014-07' '2014-12' '2014-07' '2014-09' '2015-04']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],14,0,14,0.0,1.0,14,5697471,5229259,2015-08,2015-04
182345,[4104926 5306472],['2014-04' '2015-05'],[1 1],2,2,0,1.0,0.0,2,4104926,5306472,2014-04,2015-05
59466,[5499803 4611011 5550997],['2015-07' '2014-10' '2015-07'],[1 1 1],3,3,0,1.0,0.0,3,5499803,5550997,2015-07,2015-07
133195,[4917365],['2015-01'],[1],1,1,0,1.0,0.0,1,4917365,4917365,2015-01,2015-01
411726,[4707180],['2014-11'],[1],1,1,0,1.0,0.0,1,4707180,4707180,2014-11,2014-11
34895,[3053036 3065966 3055517 3055520 4157866 5576093 4163402 4154530 5733637],"['2013-10' '2013-10' '2013-10' '2013-10' '2014-05' '2015-07' '2014-05'
 '2014-05' '2015-08']",[1 1 1 1 1 1 1 1 1],9,9,0,1.0,0.0,9,3053036,5733637,2013-10,2015-08
444495,[4085656 4057671],['2014-04' '2014-03'],[1 1],2,2,0,1.0,0.0,2,4085656,4057671,2014-04,2014-03
436305,[4346935 5492855],['2014-07' '2015-07'],[0 1],2,1,1,0.5,0.5,2,4346935,5492855,2014-07,2015-07
329806,[4614861],['2014-10'],[1],1,1,0,1.0,0.0,1,4614861,4614861,2014-10,2014-10
116819,[5510930],['2015-07'],[1],1,1,0,1.0,0.0,1,5510930,5510930,2015-07,2015-07
346194,[5516855 5132000],['2015-07' '2015-03'],[1 1],2,2,0,1.0,0.0,2,5516855,5132000,2015-07,2015-03
