EID,TYPECODE,LAWDATE,LAWAMOUNT,LAWSUIT_CNT,LAWSUIT_LAWAMOUNT_MEAN,LAWSUIT_LAWAMOUNT_SUM,LAWSUIT_FIRST_TIME,LAWSUIT_END_TIME
205444.0,"[ 66083129  91712287  91687286  91687302  91712255  91712292  87369131
  87369133  87369129  87369127  87436373  91758607  86796580 101482922
 109152269 101482926 109152403 109152413 101482846]","['2013-03-01' '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01'
 '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01'
 '2014-08-01' '2014-09-01' '2014-09-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01']","[318000 239100 412700 261400  49700 139800 261400 139800 239100 412700
  49700 117200 117200   1000  20700 162500   1000 162500  20700]",19,164536.84210526315,3126200,2013-03,2015-05
402053.0,[107063555],['2015-07-01'],[740000],1,740000.0,740000,2015-07,2015-07
500362.0,[98522426],['2015-03-01'],[11400],1,11400.0,11400,2015-03,2015-03
74379.0,[119780727 104869073 108756313 105311893],['2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'],[18500 18500 18500 18500],4,18500.0,74000,2015-07,2015-07
270999.0,[62087044 80294924 76426554],['2013-04-01' '2013-11-01' '2013-11-01'],[ 2600 23500 23500],3,16533.333333333332,49600,2013-04,2013-11
139927.0,[100643803 109160489],['2015-04-01' '2015-04-01'],[6400 6400],2,6400.0,12800,2015-04,2015-04
369332.0,[61079206],['2013-01-01'],[2500],1,2500.0,2500,2013-01,2013-01
8889.0,[80319947 75065451],['2014-01-01' '2014-01-01'],[100000 100000],2,100000.0,200000,2014-01,2014-01
336572.0,"[ 60870800  61291189  91743280  76442723  79623478  85072842 103946142
  96505918 103946146 103946144  96505920 108951511 108951518 104525261
 110601735]","['2013-01-01' '2013-04-01' '2014-02-01' '2014-02-01' '2014-02-01'
 '2014-08-01' '2015-01-01' '2015-01-01' '2015-01-01' '2015-01-01'
 '2015-01-01' '2015-06-01' '2015-06-01' '2015-07-01' '2015-07-01']","[  19500   64600  906300  906300  906300   96900 1400700  740000  575000
  710500  269000   37000    2400  108000  325400]",15,471193.3333333333,7067900,2013-01,2015-07
500422.0,[101683842  99035456],['2015-01-01' '2015-01-01'],[11400 11400],2,11400.0,22800,2015-01,2015-01
238286.0,[99974206],['2015-04-01'],[1641300],1,1641300.0,1641300,2015-04,2015-04
205527.0,[ 69285145  85293405  90836899 102501071],['2012-11-01' '2013-12-01' '2013-12-01' '2015-06-01'],[   3300    9600    9600 1519500],4,385500.0,1542000,2012-11,2015-06
238298.0,[60022235 62338224 85056934 75006866],['2012-12-01' '2013-06-01' '2013-12-01' '2013-12-01'],[251800 202300  76800  76800],4,151925.0,607700,2012-12,2013-12
434909.0,[87369499 91713122],['2014-09-01' '2014-09-01'],[3500000 3500000],2,3500000.0,7000000,2014-09,2014-09
140004.0,[101682065],['2015-01-01'],[250000],1,250000.0,250000,2015-01,2015-01
74469.0,"[61076639 61075151 61160016 73370599 73370593 73370604 73370767 91746641
 79321029 88349709]","['2013-03-01' '2013-03-01' '2013-03-01' '2013-06-01' '2013-06-01'
 '2013-06-01' '2013-07-01' '2014-04-01' '2014-04-01' '2014-04-01']",[100000 100000 100000 300000 200000 320000 100000 200000 200000 200000],10,182000.0,1820000,2013-03,2014-04
172773.0,[80077243 75060675],['2014-02-01' '2014-02-01'],[1013800 1013800],2,1013800.0,2027600,2014-02,2014-02
336615.0,[81304807 75020456],['2013-12-01' '2013-12-01'],[38400 38400],2,38400.0,76800,2013-12,2013-12
369392.0,[67693347],['2013-08-01'],[10600],1,10600.0,10600,2013-08,2013-08
303872.0,[42714810 62255274 81442750],['2012-10-01' '2013-05-01' '2014-06-01'],[144800  67900  18400],3,77033.33333333333,231100,2012-10,2014-06
205568.0,[73338614],['2013-07-01'],[254000],1,254000.0,254000,2013-07,2013-07
434945.0,[106925297   9387971],['2015-08-01' '2015-08-01'],[2112800 2112800],2,2112800.0,4225600,2015-08,2015-08
8964.0,[60997993 76459594 76459599 76459597],['2013-02-01' '2014-01-01' '2014-01-01' '2014-01-01'],[12900 54700 25700 38000],4,32825.0,131300,2013-02,2014-01
238352.0,"[ 60486033  75020563  97786434  79925781 104416753 105246316 104416750
 104413499 107321026 107321034]","['2013-02-01' '2013-12-01' '2013-12-01' '2013-12-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01']","[   1000 2427000 2427000 2427000 1010500 1010500 1547100  714900 1547100
 1010500]",10,1412260.0,14122600,2013-02,2015-07
303893.0,[85057252 75072623 91729832 87376809],['2014-01-01' '2014-01-01' '2014-09-01' '2014-09-01'],[15000 15000 15000 15000],4,15000.0,60000,2014-01,2014-09
140054.0,[ 42511202 102624125 103063736 101542315],['2012-09-01' '2015-05-01' '2015-05-01' '2015-05-01'],[ 3100 22400 22400 22400],4,17575.0,70300,2012-09,2015-05
336664.0,[99546242],['2015-04-01'],[0],1,0.0,0,2015-04,2015-04
41757.0,[61867104 72990923 85050243],['2013-05-01' '2013-12-01' '2013-12-01'],[433100  61200  61200],3,185166.66666666666,555500,2013-05,2013-12
172836.0,[44188334],['2012-10-01'],[1723600],1,1723600.0,1723600,2012-10,2012-10
140078.0,[111160506 102071187 109166087],['2015-01-01' '2015-05-01' '2015-05-01'],[13399700   261600   261600],3,4640966.666666667,13922900,2015-01,2015-05
41775.0,[73324270 73324266],['2013-06-01' '2013-06-01'],[8700 9400],2,9050.0,18100,2013-06,2013-06
107313.0,[ 60934926  60036073 100871109 108830940],['2012-12-01' '2012-12-01' '2015-05-01' '2015-05-01'],[  8700   8800 290500 290500],4,149625.0,598500,2012-12,2015-05
402229.0,[87377505 87908722 89074178],['2014-05-01' '2014-10-01' '2014-11-01'],[ 166600 3000000 3203000],3,2123200.0,6369600,2014-05,2014-11
500535.0,[106711868 108984444],['2015-08-01' '2015-08-01'],[13000 13000],2,13000.0,26000,2015-08,2015-08
303930.0,[101553969 100870036 108816039 106228122],['2015-05-01' '2015-05-01' '2015-08-01' '2015-08-01'],[ 294600  294600 2533000 2533000],4,1413800.0,5655200,2015-05,2015-08
140091.0,[91812539 98630077],['2014-07-01' '2015-03-01'],[30000 52000],2,41000.0,82000,2014-07,2015-03
303934.0,[ 75013112  76458255  85058988  84142374  97983938 107684695],"['2013-08-01' '2014-02-01' '2014-02-01' '2014-07-01' '2014-12-01'
 '2015-08-01']",[ 37900  31200  31200 160000 102700  30000],6,65500.0,393000,2013-08,2015-08
435007.0,"[66080983 66080998 66085893 66084289 66084307 66084329 66084322 66084316
 73343185 80059091 75014001 91730637 87441894]","['2012-10-01' '2012-10-01' '2013-05-01' '2013-05-01' '2013-05-01'
 '2013-05-01' '2013-05-01' '2013-05-01' '2013-10-01' '2013-12-01'
 '2013-12-01' '2014-01-01' '2014-01-01']","[ 1008600   908000   994100  9510800 36887900 20816400 31001300 31003600
   352000   604900   604900   352000   352000]",13,10338192.307692308,134396500,2012-10,2014-01
271181.0,[61070992],['2013-03-01'],[84000],1,84000.0,84000,2013-03,2013-03
74582.0,[101137105],['2015-04-01'],[4500],1,4500.0,4500,2015-04,2015-04
41816.0,[ 99617456 101303275],['2015-04-01' '2015-04-01'],[0 0],2,0.0,0,2015-04,2015-04
369497.0,[42467963],['2012-09-01'],[0],1,0.0,0,2012-09,2012-09
500569.0,[83484128 91751108],['2014-06-01' '2014-06-01'],[126500 126500],2,126500.0,253000,2014-06,2014-06
402266.0,[85070636],['2014-08-01'],[4800],1,4800.0,4800,2014-08,2014-08
271198.0,[81327684],['2014-04-01'],[83000],1,83000.0,83000,2014-04,2014-04
336735.0,[ 85273218  99081202 102688155],['2014-08-01' '2015-03-01' '2015-03-01'],[6500 3200 3200],3,4300.0,12900,2014-08,2015-03
402277.0,[44382672 76460709],['2012-12-01' '2014-03-01'],[7500000       0],2,3750000.0,7500000,2012-12,2014-03
467813.0,[112419351],['2015-06-01'],[7500],1,7500.0,7500,2015-06,2015-06
467814.0,[105031069 108953808 105241670 105605770],['2015-07-01' '2015-07-01' '2015-07-01' '2015-08-01'],[10600 14400 14400 18800],4,14550.0,58200,2015-07,2015-08
303982.0,[101090707],['2015-04-01'],[1289100],1,1289100.0,1289100,2015-04,2015-04
369523.0,[76449332],['2013-12-01'],[28600],1,28600.0,28600,2013-12,2013-12
336762.0,[94182406],['2015-01-01'],[298400],1,298400.0,298400,2015-01,2015-01
74632.0,[100243721 108907808],['2015-04-01' '2015-04-01'],[39500 39500],2,39500.0,79000,2015-04,2015-04
41865.0,[76432333 79636558 91786834 85272289],['2014-03-01' '2014-03-01' '2014-08-01' '2014-08-01'],[33200 33200 84600 84600],4,58900.0,235600,2014-03,2014-08
402333.0,[98540177],['2015-03-01'],[2027800],1,2027800.0,2027800,2015-03,2015-03
205729.0,[91784877],['2014-07-01'],[0],1,0.0,0,2014-07,2014-07
467876.0,[104257379 107641960],['2015-07-01' '2015-07-01'],[294500 294500],2,294500.0,589000,2015-07,2015-07
172966.0,"[62089338 62089241 62088479 62088680 62086858 62087797 62089125 62088094
 62088876 62088980 62088336 62129510 62089445 62129780 62084162 62084220
 62085717 62086619 62084299 62084083 62084103 62084261 62129246 62129651
 62130206 62129386 62128721 62128830]","['2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01'
 '2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01'
 '2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01'
 '2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01'
 '2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01'
 '2013-04-01' '2013-04-01' '2013-05-01']","[ 200  600  700  800 1700  200  300  500 4000 1500  700  300  200  100  100
  100 1000  400 3100  200  100  300  400  500 1100  400  700  200]",28,728.5714285714286,20400,2013-04,2013-05
41901.0,[86962020],['2013-04-01'],[501500],1,501500.0,501500,2013-04,2013-04
271288.0,"[ 61118954  67782308  73389884  75005420  75061788  97804347  85043130
  91807620  79311100  97939360 111916365  91765817 112485416]","['2013-03-01' '2013-09-01' '2013-10-01' '2014-01-01' '2014-02-01'
 '2014-02-01' '2014-02-01' '2014-04-01' '2014-04-01' '2014-06-01'
 '2014-10-01' '2014-10-01' '2014-10-01']","[  12000   76600       0   20000 1486100 1486100 1486100   55000   55000
  706500 2492000 2492000 2492000]",13,989184.6153846154,12859400,2013-03,2014-10
41913.0,[108959251 104416967],['2015-07-01' '2015-07-01'],[111500 111500],2,111500.0,223000,2015-07,2015-07
205761.0,[64057362 61060700 93811960],['2012-10-01' '2013-03-01' '2014-12-01'],[  9800000 100685400    176200],3,36887200.0,110661600,2012-10,2014-12
74690.0,[88346389 83479748 91742267],['2014-07-01' '2014-07-01' '2014-07-01'],[38000 38000 38000],3,38000.0,114000,2014-07,2014-07
140230.0,[73351458],['2013-09-01'],[2578200],1,2578200.0,2578200,2013-09,2013-09
41933.0,[98101923 98520954],['2015-02-01' '2015-03-01'],[19600   200],2,9900.0,19800,2015-02,2015-03
435150.0,[100270418],['2015-04-01'],[4500000],1,4500000.0,4500000,2015-04,2015-04
336848.0,[104923893 105316787],['2015-07-01' '2015-07-01'],[4000 4000],2,4000.0,8000,2015-07,2015-07
402387.0,[91718136],['2013-06-01'],[1620000],1,1620000.0,1620000,2013-06,2013-06
402396.0,[93762267 93762254 93762394 97780077 85058584],['2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01'],[2600 5100 6600 4600 6600],5,5100.0,25500,2014-07,2014-07
74717.0,[68220649],['2013-07-01'],[0],1,0.0,0,2013-07,2013-07
238558.0,[61919302 61610541],['2013-04-01' '2013-05-01'],[    0 20000],2,10000.0,20000,2013-04,2013-05
402399.0,"[ 42527649  96114899  42532871  44333510  67655482  67903897  86280451
  75004927  97772841  79560209 104931965]","['2012-10-01' '2012-10-01' '2012-10-01' '2012-10-01' '2012-11-01'
 '2013-06-01' '2013-12-01' '2014-01-01' '2014-01-01' '2014-01-01'
 '2015-07-01']","[  101000   287000  6255900   287000   414900  4135200        0 10374200
 10374200 10374200        0]",11,3873054.5454545454,42603600,2012-10,2015-07
140255.0,[107503489],['2015-06-01'],[5600],1,5600.0,5600,2015-06,2015-06
369652.0,[44522991],['2012-10-01'],[10005800],1,10005800.0,10005800,2012-10,2012-10
173046.0,[62341431],['2013-05-01'],[0],1,0.0,0,2013-05,2013-05
336888.0,[113234305 106242872],['2012-12-01' '2015-08-01'],[0 0],2,0.0,0,2012-12,2015-08
107514.0,[ 99093771 108752358],['2015-03-01' '2015-03-01'],[8900 8900],2,8900.0,17800,2015-03,2015-03
304125.0,[110667402 105609326],['2015-08-01' '2015-08-01'],[43100 43100],2,43100.0,86200,2015-08,2015-08
336902.0,[91726990 92717186 87375259],['2014-06-01' '2014-06-01' '2014-06-01'],[9000 2000 9000],3,6666.666666666667,20000,2014-06,2014-06
107537.0,[61469243],['2013-04-01'],[24800],1,24800.0,24800,2013-04,2013-04
42011.0,[60910013 67909312],['2013-03-01' '2013-07-01'],[400   0],2,200.0,400,2013-03,2013-07
205870.0,[ 76449898  80330595  11502304 105739342],['2014-01-01' '2014-01-01' '2015-08-01' '2015-08-01'],[2077100 2077100  730100  730100],4,1403600.0,5614400,2014-01,2015-08
402485.0,[66086434],['2013-05-01'],[27100],1,27100.0,27100,2013-05,2013-05
500794.0,[ 99693432 110971747],['2015-04-01' '2015-04-01'],[23200 23200],2,23200.0,46400,2015-04,2015-04
140350.0,[94945968],['2014-10-01'],[66000],1,66000.0,66000,2014-10,2014-10
42051.0,"[ 85047833  76435659  85047926  81327922 103033441 103033623 103033454
 103033490 103033481  93537987 103033569 103033733 103033467 103033595
 102699740 103033753 102352529 103033761  97934189  97941708  93537737
  93537977  93537880  93537744  93537973  93537964  93537741  93537710
 103033501  93537967  93537970  93537702  93537730  97934169  93537961
  97934200 103033528 102352536 102352581 102352475 102352482 102352487
 102352493 102352507 103033512 102352553 102352548 102352497 102352502
 102352516 102352521 102352540 102352574 103033744 102300172 103033649
  93537747  93537758  93537706  93537754  93537984  93537980  93537734
 103033724  93537751 103033728 103033739 103033609 102300160 103033583
  93537990 103033995 103033987 102352648 102352655]","['2014-03-01' '2014-03-01' '2014-03-01' '2014-04-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2015-01-01' '2015-01-01' '2015-01-01' '2015-01-01']","[  45700   45700 1179200    1300   28300   23900    8900   77500   55500
    5100   45700   37800  105300   14200  152700    5100   20700    4300
   23900   18100    8800   37800   23400  152700   37300    3600   60800
  105300   44700   13200   55500   28300   77500   55500   25000   91500
   60800   45700   91500   28300    8900  105300   55500    8800    8800
   18100   14200   77500   44700   60800  152700   42600   23900   76100
    3600   91500   20700   14200    8900   42600   76100    8600   44700
   55500   45700   37300    8600   18100   23400   42600    4300    6200
    5400    5400    6200]",75,56181.333333333336,4213600,2014-03,2015-01
304195.0,[85073130],['2014-08-01'],[751900],1,751900.0,751900,2014-08,2014-08
435276.0,[112095404 112483146],['2015-01-01' '2015-01-01'],[34500 34500],2,34500.0,69000,2015-01,2015-01
304209.0,[80068184 75059869],['2014-02-01' '2014-02-01'],[1707300 1707300],2,1707300.0,3414600,2014-02,2014-02
107604.0,[100570180],['2015-04-01'],[364700],1,364700.0,364700,2015-04,2015-04
238687.0,[73323789],['2013-08-01'],[357600],1,357600.0,357600,2013-08,2013-08
9324.0,"[ 42266850  44491598  61123225  61113039  61113110  61113163  61113218
  67684119  67684087  67684582  67684138  79641848  79641863  76447182
  79641855  79641858 111544318 111863454 101355930 102701337]","['2012-09-01' '2012-12-01' '2013-02-01' '2013-02-01' '2013-02-01'
 '2013-02-01' '2013-02-01' '2013-08-01' '2013-08-01' '2013-08-01'
 '2013-08-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'
 '2014-03-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-06-01']","[      0  127100       0       0       0       0       0       0       0
       0       0       0       0       0       0       0 7932400 7932400
 7932400       0]",20,1196215.0,23924300,2012-09,2015-06
500850.0,[62051772],['2013-06-01'],[0],1,0.0,0,2013-06,2013-06
271474.0,[ 93815838 102696057 111419338  96521758 110610988 110787022 101687492],"['2014-12-01' '2014-12-01' '2015-01-01' '2015-01-01' '2015-01-01'
 '2015-02-01' '2015-02-01']",[ 245900  245900   94600  100000 5196200  555900  555900],7,999200.0,6994400,2014-12,2015-02
304242.0,[111210768 101090262],['2015-05-01' '2015-05-01'],[11000 11000],2,11000.0,22000,2015-05,2015-05
271479.0,[ 60599518 107682608  85059936],['2013-02-01' '2014-07-01' '2014-07-01'],[46500 15200 15200],3,25633.333333333332,76900,2013-02,2014-07
205949.0,[61918465 61610435],['2013-04-01' '2013-05-01'],[    0 19000],2,9500.0,19000,2013-04,2013-05
173181.0,[101089318],['2015-05-01'],[17200],1,17200.0,17200,2015-05,2015-05
140430.0,[62214350 62214196],['2013-01-01' '2013-01-01'],[170500  10000],2,90250.0,180500,2013-01,2013-01
74910.0,[61661544],['2013-04-01'],[330000],1,330000.0,330000,2013-04,2013-04
140456.0,[104572585],['2015-05-01'],[40175000],1,40175000.0,40175000,2015-05,2015-05
205993.0,[75060557 81308133 98521837],['2014-02-01' '2014-02-01' '2015-03-01'],[5600 5600 2000],3,4400.0,13200,2014-02,2015-03
468138.0,[91719839 81387895],['2014-05-01' '2014-05-01'],[155800 155800],2,155800.0,311600,2014-05,2014-05
271531.0,[75014198],['2013-12-01'],[602800],1,602800.0,602800,2013-12,2013-12
402621.0,[67789442 67789444 76459593 76459591 98104388 99078925],"['2013-09-01' '2013-09-01' '2014-01-01' '2014-01-01' '2015-02-01'
 '2015-03-01']",[  3200  10500  10900  11500  10000 218900],6,44166.666666666664,265000,2013-09,2015-03
173247.0,[67911356 75018979 79915882],['2013-07-01' '2013-08-01' '2013-08-01'],[156100 358800 358800],3,291233.3333333333,873700,2013-07,2013-08
500939.0,[76437790],['2014-01-01'],[31300],1,31300.0,31300,2014-01,2014-01
304332.0,[98091917],['2015-02-01'],[42100],1,42100.0,42100,2015-02,2015-02
238803.0,[61611953],['2013-04-01'],[1000],1,1000.0,1000,2013-04,2013-04
140504.0,[73325239],['2013-10-01'],[998700],1,998700.0,998700,2013-10,2013-10
271576.0,[79920572 75019533],['2013-11-01' '2013-11-01'],[12600 12600],2,12600.0,25200,2013-11,2013-11
42201.0,[99914219],['2015-04-01'],[34600],1,34600.0,34600,2015-04,2015-04
304351.0,[42495907 75013540],['2012-10-01' '2013-11-01'],[24200 48900],2,36550.0,73100,2012-10,2013-11
238818.0,[104414619 108952197],['2015-07-01' '2015-07-01'],[30800 30800],2,30800.0,61600,2015-07,2015-07
74982.0,[79328566 99059435],['2014-04-01' '2015-02-01'],[23950000        0],2,11975000.0,23950000,2014-04,2015-02
42215.0,"[ 41806074  42495280  41806057  41806108  44449809  44451384  44079683
  44453483  44079800  44451841  44079756  44080133  44451229  44453103
  60854907  60859143  60860506  60871587  60871580  62167864  62167690
  62167755  67912620  67912027  67911064  67769469  67670711  67765049
  67765253  67767632  67670052  67670153  67670054  67769233  67767343
  67670628  67767744  67766677  73382168  67670635  67789802  73354543
  73383503  73355346  73355342  73355348  73355352  80301036  80298625
  75021580  76427294  80297101  75020357  80078119  75060864  76428031
  75060877  80078055  80080541  80109755  80109726  97810090  87368398
  91708135  80129909  81120629  87368956  91711378  87369136  91712299
  92423653  92423657  92423660  93702177 101682856  98527962 101890335
 108904804]","['2012-09-01' '2012-09-01' '2012-09-01' '2012-09-01' '2012-11-01'
 '2012-11-01' '2012-11-01' '2012-11-01' '2012-11-01' '2012-11-01'
 '2012-11-01' '2012-11-01' '2012-11-01' '2012-11-01' '2012-12-01'
 '2012-12-01' '2013-01-01' '2013-02-01' '2013-02-01' '2013-03-01'
 '2013-04-01' '2013-04-01' '2013-07-01' '2013-07-01' '2013-07-01'
 '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01'
 '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01'
 '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01'
 '2013-09-01' '2013-10-01' '2013-10-01' '2013-11-01' '2013-11-01'
 '2013-11-01' '2013-11-01' '2013-12-01' '2013-12-01' '2013-12-01'
 '2013-12-01' '2013-12-01' '2013-12-01' '2014-02-01' '2014-02-01'
 '2014-02-01' '2014-02-01' '2014-02-01' '2014-02-01' '2014-04-01'
 '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01' '2014-05-01'
 '2014-06-01' '2014-07-01' '2014-07-01' '2014-08-01' '2014-08-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-12-01' '2015-01-01'
 '2015-03-01' '2015-05-01' '2015-05-01']","[384200 226500 273700 451100 416900 268800    100 325200 381600 324400
  74400 311300 267600 406400 147600 273200 320900 369400 160500 432000
 210200      0 145000 176800 165600  86200 234300 229000 144300 378300
  38600 155600 355800 143200   1500  60400 357900 361600 315900  60300
 372800  33300 162800 655400 317200 788000 646600 192900  33500  33500
 192900 199500 199500 127600  41600 283100 127600  41600 283100 384100
  91400      0      0      0 213000 415300 304800 304800 347000 347000
  24600  15300 263900 412500 399500 775800      0      0]",78,236766.66666666666,18467800,2012-09,2015-05
