"EID","WZCODE","RECRNUM","RECDATE"
"404459","ZP02","7","2015-08"
"404459","ZP03","12","2015-08"
"406084","ZP03","7","2015-04"
"407842","ZP02","3","2015-01"
"407842","ZP03","2","2015-01"
"407883","ZP01","18","2015-07"
"407883","ZP03","16","2015-08"
"408229","ZP02","12","2015-06"
"409628","ZP03","5","2015-08"
"409786","ZP02","40","2015-08"
"409786","ZP03","30","2015-08"
"409816","ZP02","3","2015-04"
"410753","ZP01","3","2015-05"
"410753","ZP03","6","2015-04"
"410773","ZP02","587","2015-08"
"412618","ZP03","7","2015-01"
"415898","ZP02","7429","2015-08"
"416091","ZP02","8","2015-08"
"416453","ZP02","47","2015-08"
"416453","ZP03","18","2015-08"
"417053","ZP02","4","2015-05"
"417053","ZP03","25","2015-07"
"418161","ZP03","83","2015-04"
"418844","ZP02","6","2015-08"
"418844","ZP03","1","2015-01"
"419404","ZP02","45","2015-08"
"419937","ZP03","12","2015-03"
"421296","ZP02","4","2015-07"
"421672","ZP02","3","2015-07"
"421672","ZP03","3","2015-07"
"422563","ZP02","24","2015-03"
"423016","ZP02","5","2015-07"
"423758","ZP02","2","2015-06"
"423758","ZP03","5","2015-08"
"425204","ZP02","1","2015-03"
"425868","ZP01","111","2015-08"
"425868","ZP02","50","2015-08"
"426208","ZP01","7","2015-02"
"426208","ZP02","27","2015-08"
"426208","ZP03","28","2015-02"
"426789","ZP02","12","2015-06"
"426789","ZP03","1","2015-06"
"428637","ZP03","2","2015-05"
"429920","ZP02","6","2015-06"
"431812","ZP02","182","2015-08"
"432021","ZP02","3","2015-08"
"433238","ZP02","15","2015-08"
"433293","ZP02","30","2015-08"
"434308","ZP03","22","2015-08"
"434987","ZP03","10","2015-04"
"435554","ZP01","36","2015-08"
"435554","ZP02","75","2015-08"
"435554","ZP03","64","2015-08"
"435676","ZP02","203","2015-08"
"435676","ZP03","78","2015-08"
"436277","ZP02","80","2015-08"
"439003","ZP03","1","2015-08"
"439091","ZP03","5","2015-03"
"439514","ZP02","14","2015-07"
"440126","ZP03","107","2015-08"
"440571","ZP03","16","2015-08"
"440654","ZP01","1","2015-03"
"440654","ZP02","54","2015-08"
"441162","ZP02","7","2015-08"
"442865","ZP02","137","2015-08"
"443571","ZP03","3","2015-08"
"444848","ZP01","6","2015-06"
"444848","ZP02","26","2015-08"
"444848","ZP03","17","2015-08"
"444954","ZP02","6","2015-04"
"450318","ZP02","2","2015-08"
"450318","ZP03","18","2015-08"
"451264","ZP02","2","2015-08"
"451954","ZP02","31","2015-02"
"451954","ZP03","18","2015-04"
"453025","ZP01","2","2015-04"
"453166","ZP02","9","2015-08"
"453603","ZP02","8","2015-07"
"454013","ZP03","51","2015-08"
"454561","ZP02","3","2015-08"
"455637","ZP02","44","2015-07"
"456723","ZP03","16","2015-08"
"457107","ZP02","13","2015-03"
"457611","ZP03","168","2015-08"
"458020","ZP03","33","2015-07"
"460261","ZP02","20","2015-08"
"460261","ZP03","10","2015-02"
"461483","ZP02","6","2015-08"
"461483","ZP03","2","2015-08"
"462262","ZP02","7","2015-02"
"464473","ZP02","192","2015-08"
"464473","ZP03","36","2015-08"
"465062","ZP02","11","2015-08"
"465843","ZP02","86","2015-08"
"465843","ZP03","79","2015-08"
"469192","ZP03","5","2015-06"
"469579","ZP02","39","2015-07"
"469579","ZP03","3","2015-05"
"469605","ZP02","12","2015-03"
"469768","ZP02","81","2015-08"
"469870","ZP01","4","2015-05"
"470279","ZP02","26","2015-08"
"470477","ZP01","2","2015-01"
"470477","ZP02","16","2015-08"
"470477","ZP03","4","2015-02"
"471646","ZP02","35","2015-08"
"473479","ZP02","34","2015-08"
"473842","ZP02","17","2015-07"
"473842","ZP03","15","2015-04"
"475194","ZP02","42","2015-08"
"475194","ZP03","61","2015-08"
"475370","ZP02","3","2015-07"
"476233","ZP02","21","2015-04"
"477866","ZP01","7","2015-08"
"477866","ZP03","5","2015-08"
"478113","ZP02","7","2015-07"
"478132","ZP03","1","2015-04"
"479025","ZP02","14","2015-08"
"479025","ZP03","2","2015-01"
"479329","ZP03","5","2015-05"
"479634","ZP02","2","2015-08"
"482104","ZP03","3","2015-04"
"482831","ZP02","40","2015-08"
"482831","ZP03","25","2015-08"
"486288","ZP02","5","2015-06"
"486288","ZP03","2","2015-06"
"487128","ZP03","2","2015-08"
"489729","ZP03","32","2015-08"
"491154","ZP02","8","2015-07"
"492225","ZP02","72","2015-08"
"493379","ZP02","12","2015-05"
"493790","ZP02","1","2015-04"
"493980","ZP02","8","2015-08"
"495013","ZP02","16","2015-08"
"495013","ZP03","43","2015-08"
"496707","ZP02","18","2015-08"
"496707","ZP03","2","2015-01"
"496851","ZP02","4","2015-08"
"496890","ZP02","3","2015-04"
"498422","ZP02","4","2015-06"
"498422","ZP03","4","2015-08"
"499936","ZP02","57","2015-08"
"499936","ZP03","20","2015-08"
"500575","ZP01","5","2015-06"
"500575","ZP02","4","2015-04"
"502106","ZP02","13","2015-08"
"502106","ZP03","16","2015-06"
"502438","ZP02","6","2015-01"
"503778","ZP02","1","2015-08"
"504868","ZP02","6","2015-04"
"505096","ZP01","46","2015-08"
"505096","ZP02","333","2015-08"
"505096","ZP03","192","2015-08"
"505477","ZP02","95","2015-08"
"506054","ZP03","17","2015-08"
"506156","ZP02","11","2015-07"
"506216","ZP02","78","2015-05"
"506476","ZP01","1","2015-06"
"506476","ZP03","1","2015-05"
"508446","ZP03","3","2015-04"
"508499","ZP02","4","2015-07"
"508944","ZP02","39","2015-08"
"508944","ZP03","20","2015-08"
"509562","ZP01","8","2015-07"
"509562","ZP02","3","2015-03"
"509562","ZP03","4","2015-04"
"510480","ZP02","28","2015-03"
"512316","ZP03","19","2015-08"
"513645","ZP02","3","2015-04"
"514675","ZP02","19","2015-08"
"514741","ZP02","29","2015-04"
"514741","ZP03","1","2015-04"
"514818","ZP01","38","2015-06"
"514818","ZP02","27","2015-08"
"514818","ZP03","69","2015-08"
"515077","ZP03","55","2015-08"
"515384","ZP02","11","2015-08"
"515540","ZP02","41","2015-08"
"516312","ZP01","35","2015-08"
"516312","ZP02","32","2015-08"
"516312","ZP03","22","2015-08"
"516460","ZP02","7","2015-08"
"516905","ZP02","1","2015-08"
"517336","ZP02","35","2015-08"
"517547","ZP01","6","2015-06"
"517547","ZP02","47","2015-08"
"517547","ZP03","25","2015-08"
"517648","ZP02","14","2015-08"
"517720","ZP02","2","2015-07"
"517928","ZP02","11","2015-01"
"518060","ZP03","4","2015-08"
"519433","ZP02","43","2015-07"
"519564","ZP02","5","2015-04"
"519564","ZP03","7","2015-08"
"519658","ZP03","23","2015-08"
"520149","ZP02","68","2015-08"
"521236","ZP02","56","2015-07"
"521236","ZP03","9","2015-03"
"522324","ZP03","5","2015-08"
"522958","ZP03","1","2015-06"
"524580","ZP01","5","2015-08"
"526340","ZP02","54","2015-08"
"1094","ZP02","13","2015-08"
"2858","ZP03","7","2015-01"
"2990","ZP02","1","2015-07"
"3553","ZP02","2","2015-03"
"7769","ZP01","6","2015-08"
"7769","ZP02","8","2015-08"
"7867","ZP02","2","2015-07"
"9640","ZP02","4","2015-07"
"9753","ZP02","32","2015-07"
"11575","ZP02","2","2015-04"
"11606","ZP02","26","2015-08"
"12482","ZP01","2","2015-01"
"12482","ZP02","9","2015-03"
"13044","ZP03","3","2015-05"
"13548","ZP03","10","2015-08"
"14433","ZP02","44","2015-08"
"14720","ZP03","4","2015-08"
"15341","ZP03","2","2015-06"
"16658","ZP02","30","2015-08"
"16956","ZP01","3","2015-02"
"16956","ZP03","8","2015-08"
"16959","ZP02","6","2015-05"
"17908","ZP02","45","2015-08"
"21448","ZP02","2","2015-03"
"21814","ZP03","4","2015-08"
"23346","ZP03","2","2015-05"
"23589","ZP01","1","2015-06"
"24691","ZP02","52","2015-08"
"24691","ZP03","8","2015-08"
"24743","ZP02","89","2015-07"
"27102","ZP02","64","2015-08"
"27180","ZP02","8","2015-04"
"29915","ZP02","12","2015-08"
"29915","ZP03","11","2015-08"
"31125","ZP03","3","2015-08"
"32159","ZP03","6","2015-05"
"32308","ZP03","10","2015-03"
"32411","ZP03","22","2015-03"
"32846","ZP02","10","2015-08"
"33166","ZP02","7","2015-08"
"33166","ZP03","1","2015-06"
"33235","ZP02","21","2015-08"
"34550","ZP02","2","2015-04"
"34609","ZP03","10","2015-08"
"39007","ZP02","55","2015-05"
"39724","ZP02","3","2015-07"
"40183","ZP02","14","2015-08"
"40183","ZP03","6","2015-08"
"41021","ZP03","3","2015-08"
"42256","ZP03","7","2015-08"
"42923","ZP03","2","2015-06"
"44435","ZP02","38","2015-08"
"44435","ZP03","4","2015-08"
"48091","ZP03","16","2015-08"
"48773","ZP03","25","2015-02"
"48790","ZP03","5","2015-07"
"49559","ZP03","4","2015-07"
"49576","ZP03","4","2015-06"
"49669","ZP02","15","2015-08"
"51398","ZP02","36","2015-08"
"52664","ZP02","15","2015-07"
"53792","ZP03","234","2015-08"
"54766","ZP03","13","2015-07"
"56083","ZP02","45","2015-08"
"56083","ZP03","23","2015-08"
"56779","ZP02","1","2015-03"
"59301","ZP02","4","2015-08"
"60817","ZP02","1","2015-08"
"61818","ZP02","233","2015-08"
"61818","ZP03","9","2015-08"
"62679","ZP03","18","2015-06"
"64098","ZP02","7","2015-07"
"65027","ZP02","84","2015-08"
"65893","ZP02","29","2015-07"
"66570","ZP02","4","2015-03"
"68314","ZP02","2","2015-08"
"68408","ZP01","23","2015-08"
"68408","ZP02","34","2015-08"
"69322","ZP03","26","2015-08"
"69882","ZP02","5","2015-08"
"69903","ZP02","1","2015-06"
"69903","ZP03","3","2015-07"
"70187","ZP02","529","2015-08"
"70187","ZP03","348","2015-08"
"71539","ZP02","2","2015-03"
"72288","ZP02","5","2015-08"
"73046","ZP01","6","2015-07"
"73046","ZP02","58","2015-08"
"73046","ZP03","33","2015-08"
"75716","ZP02","29","2015-08"
"76072","ZP03","11","2015-08"
"76182","ZP01","3","2015-05"
"76182","ZP03","2","2015-08"
"76476","ZP02","5","2015-08"
"78069","ZP01","23","2015-05"
"78069","ZP02","28","2015-08"
"78069","ZP03","61","2015-08"
"78201","ZP01","6","2015-05"
"78201","ZP02","15","2015-03"
"78201","ZP03","14","2015-03"
"81663","ZP03","3","2015-08"
"82062","ZP03","3","2015-07"
"83636","ZP02","10","2015-08"
"85806","ZP02","17","2015-03"
"87281","ZP02","6","2015-08"
"87281","ZP03","2","2015-03"
"87288","ZP02","3","2015-05"
"87614","ZP02","21","2015-08"
"87876","ZP02","11","2015-08"
"88704","ZP03","1","2015-06"
"88919","ZP01","11","2015-08"
"88919","ZP02","32","2015-08"
"90850","ZP02","3","2015-08"
"91046","ZP03","24","2015-08"
"92119","ZP02","18","2015-08"
"92119","ZP03","9","2015-08"
"92640","ZP02","8","2015-08"
"92640","ZP03","2","2015-06"
"93483","ZP03","2","2015-05"
"94082","ZP03","55","2015-08"
"94181","ZP02","2","2015-07"
"94904","ZP02","8","2015-05"
"94939","ZP01","13","2015-08"
"94971","ZP01","15","2015-08"
"94971","ZP03","25","2015-08"
"95288","ZP02","5","2015-08"
"96493","ZP01","34","2015-08"
"96493","ZP02","416","2015-08"
"96493","ZP03","301","2015-08"
"97583","ZP03","7","2015-08"
"97956","ZP02","9","2015-08"
"97956","ZP03","12","2015-08"
"98072","ZP01","6","2015-04"
"98072","ZP03","6","2015-06"
"99348","ZP02","17","2015-08"
"99348","ZP03","3","2015-03"
"101899","ZP02","19","2015-08"
"102621","ZP02","2","2015-02"
"102633","ZP03","4","2015-05"
"102738","ZP03","16","2015-07"
"103393","ZP02","7","2015-05"
"103393","ZP03","3","2015-07"
"103941","ZP01","6","2015-07"
"103941","ZP02","13","2015-08"
"103941","ZP03","11","2015-08"
"104460","ZP01","30","2015-08"
"107741","ZP02","4","2015-08"
"107777","ZP01","1","2015-07"
"110051","ZP02","31","2015-08"
"110748","ZP02","2","2015-04"
"112870","ZP02","3","2015-06"
"113509","ZP01","9","2015-08"
"113509","ZP02","18","2015-06"
"114350","ZP03","1","2015-07"
"115317","ZP01","7","2015-08"
"115317","ZP03","22","2015-08"
"116330","ZP03","4","2015-07"
"116682","ZP02","23","2015-08"
"116682","ZP03","19","2015-08"
"117524","ZP01","1","2015-07"
"117524","ZP02","18","2015-05"
"119142","ZP01","1","2015-08"
"119677","ZP02","16","2015-08"
"121320","ZP03","13","2015-03"
"122731","ZP02","9","2015-07"
"122841","ZP02","25","2015-08"
"125680","ZP03","62","2015-08"
"127877","ZP02","5","2015-03"
"128208","ZP01","1","2015-03"
"128589","ZP01","23","2015-07"
"128589","ZP02","46","2015-08"
"129108","ZP03","1","2015-08"
"129211","ZP02","17","2015-08"
"129562","ZP02","18","2015-01"
"130187","ZP01","5","2015-06"
"130187","ZP03","23","2015-08"
"130472","ZP01","9","2015-08"
"130472","ZP02","8","2015-08"
"130472","ZP03","19","2015-08"
"132024","ZP02","5","2015-08"
"138061","ZP02","30","2015-08"
"138061","ZP03","1","2015-01"
"138183","ZP01","12","2015-08"
"138183","ZP03","41","2015-08"
"140912","ZP03","1","2015-04"
"141090","ZP03","2","2015-04"
"143913","ZP03","22","2015-08"
"144167","ZP01","20","2015-05"
"144167","ZP02","36","2015-08"
"144167","ZP03","23","2015-08"
"144370","ZP02","6","2015-08"
"144404","ZP03","1","2015-01"
"146327","ZP03","5","2015-06"
"147369","ZP02","3","2015-06"
"147864","ZP03","1","2015-08"
"148098","ZP03","18","2015-08"
"149355","ZP02","26","2015-08"
"149355","ZP03","36","2015-08"
"149368","ZP02","8","2015-08"
"149827","ZP02","22","2015-08"
"149827","ZP03","19","2015-08"
"150112","ZP02","3","2015-08"
"152633","ZP02","33","2015-08"
"154195","ZP01","1","2015-05"
"154195","ZP02","6","2015-07"
"154377","ZP02","47","2015-08"
"154738","ZP02","9","2015-08"
"159275","ZP03","6","2015-06"
"159576","ZP02","4","2015-07"
"161773","ZP03","6","2015-08"
"162719","ZP02","61","2015-04"
"163061","ZP03","1","2015-06"
"164600","ZP03","4","2015-08"
"164693","ZP02","4","2015-04"
"164693","ZP03","16","2015-08"
"164756","ZP02","2","2015-03"
"166199","ZP03","9","2015-08"
"169958","ZP02","13","2015-08"
"170794","ZP02","36","2015-08"
"170794","ZP03","26","2015-08"
"171865","ZP02","1","2015-04"
"173073","ZP02","442","2015-08"
"173073","ZP03","179","2015-08"
"173559","ZP01","5","2015-08"
"174673","ZP01","1","2015-07"
"176673","ZP02","12","2015-08"
"176840","ZP02","741","2015-08"
"176840","ZP03","46","2015-06"
"179021","ZP02","12","2015-08"
"179021","ZP03","7","2015-01"
"179203","ZP02","19","2015-08"
"179203","ZP03","18","2015-08"
"180652","ZP02","13","2015-08"
"180712","ZP02","58","2015-08"
"180712","ZP03","7","2015-08"
"184712","ZP02","9","2015-08"
"184712","ZP03","3","2015-01"
"185803","ZP02","7","2015-07"
"189782","ZP02","6","2015-06"
"190649","ZP02","16","2015-06"
"190810","ZP01","3","2015-08"
"190810","ZP02","18","2015-08"
"190810","ZP03","11","2015-08"
"190927","ZP02","49","2015-08"
"191207","ZP03","14","2015-03"
"191954","ZP02","6","2015-08"
"191954","ZP03","1","2015-08"
"192680","ZP02","47","2015-08"
"194170","ZP03","4","2015-04"
"195007","ZP02","5","2015-04"
"196253","ZP02","15","2015-08"
"196253","ZP03","4","2015-08"
"198253","ZP02","26","2015-08"
"198346","ZP02","12","2015-08"
"198522","ZP02","12","2015-08"
"198934","ZP02","20","2015-06"
"199415","ZP02","4","2015-08"
"200767","ZP03","16","2015-08"
"200972","ZP02","35","2015-08"
"201012","ZP02","12","2015-08"
"201012","ZP03","9","2015-08"
"201650","ZP02","28","2015-02"
"201650","ZP03","13","2015-03"
"203406","ZP01","4","2015-07"
"203406","ZP03","17","2015-07"
"204613","ZP03","1","2015-05"
"205530","ZP03","12","2015-08"
"207114","ZP02","13","2015-08"
"207114","ZP03","5","2015-07"
"207900","ZP02","16","2015-08"
"207900","ZP03","6","2015-08"
"208360","ZP02","16","2015-08"
"209667","ZP02","13","2015-08"
"209900","ZP01","9","2015-08"
"210657","ZP02","1","2015-08"
"210839","ZP02","4","2015-05"
"210962","ZP02","6","2015-06"
"211461","ZP03","1","2015-08"
"212714","ZP02","8","2015-06"
"215327","ZP01","1","2015-07"
"215481","ZP02","5","2015-02"
"215709","ZP02","44","2015-08"
"216799","ZP03","4","2015-05"
"217196","ZP03","1","2015-08"
"218474","ZP02","5","2015-06"
"218926","ZP02","1","2015-08"
"221676","ZP03","21","2015-04"
"221795","ZP03","6","2015-06"
"221933","ZP03","24","2015-08"
"222638","ZP02","14","2015-08"
"225907","ZP01","2","2015-03"
"226260","ZP02","23","2015-08"
"228927","ZP02","1","2015-03"
"230398","ZP02","9","2015-08"
"230665","ZP02","1","2015-08"
"231108","ZP02","63","2015-08"
"231108","ZP03","17","2015-07"
"231645","ZP02","7","2015-03"
"231645","ZP03","6","2015-04"
"232090","ZP02","1","2015-08"
"232575","ZP02","5","2015-08"
"232575","ZP03","16","2015-08"
"233809","ZP02","10","2015-07"
"233957","ZP01","2","2015-01"
"233957","ZP02","62","2015-08"
"233957","ZP03","48","2015-08"
"235021","ZP02","11","2015-07"
"235021","ZP03","9","2015-07"
"235215","ZP02","57","2015-08"
"236609","ZP03","12","2015-08"
"236774","ZP02","2","2015-08"
"236929","ZP01","3","2015-03"
"236929","ZP02","39","2015-03"
"236929","ZP03","20","2015-03"
"237946","ZP02","2","2015-07"
"238697","ZP02","8","2015-07"
"238697","ZP03","13","2015-08"
"240139","ZP01","85","2015-08"
"240214","ZP02","30","2015-08"
"240214","ZP03","48","2015-08"
"244374","ZP02","2","2015-07"
"245179","ZP02","5","2015-05"
"245451","ZP03","5","2015-08"
"245906","ZP02","17","2015-08"
"248040","ZP01","6","2015-04"
"248040","ZP02","19","2015-03"
"257072","ZP01","4","2015-08"
"257072","ZP02","149","2015-08"
"257072","ZP03","55","2015-08"
"259166","ZP01","4","2015-08"
"259201","ZP02","18","2015-08"
"259428","ZP02","13","2015-06"
"259428","ZP03","12","2015-08"
"259731","ZP01","3","2015-06"
"259731","ZP02","15","2015-07"
"259731","ZP03","9","2015-08"
"260351","ZP02","12","2015-04"
"260584","ZP03","2","2015-06"
"263524","ZP02","7","2015-08"
"265690","ZP02","16","2015-08"
"265884","ZP02","21","2015-08"
"266143","ZP03","15","2015-08"
"269313","ZP02","12","2015-08"
"269882","ZP01","2","2015-03"
"270314","ZP02","21","2015-08"
"272134","ZP03","1","2015-03"
"277460","ZP02","1","2015-08"
"280341","ZP01","2","2015-04"
"280341","ZP02","11","2015-03"
"280341","ZP03","19","2015-08"
"281413","ZP03","4","2015-07"
"281700","ZP02","31","2015-08"
"287443","ZP02","45","2015-03"
"287827","ZP02","17","2015-07"
"287827","ZP03","16","2015-07"
"289742","ZP02","19","2015-08"
"289742","ZP03","12","2015-06"
"290326","ZP03","1","2015-03"
"292165","ZP01","1","2015-05"
"292165","ZP02","8","2015-08"
"293046","ZP02","8","2015-07"
"293415","ZP02","22","2015-05"
"293592","ZP02","33","2015-08"
"294353","ZP01","17","2015-08"
"294353","ZP02","19","2015-08"
"294558","ZP02","7","2015-07"
"294558","ZP03","3","2015-08"
"296202","ZP03","5","2015-06"
"297020","ZP02","5","2015-08"
"301839","ZP02","10","2015-06"
"303967","ZP02","1","2015-03"
"305584","ZP02","4","2015-06"
"307156","ZP02","12","2015-05"
"307177","ZP02","53","2015-08"
"307177","ZP03","31","2015-08"
"307671","ZP02","4","2015-07"
"307671","ZP03","1","2015-06"
"307705","ZP02","63","2015-08"
"309337","ZP02","28","2015-08"
"309337","ZP03","7","2015-08"
"309776","ZP02","5","2015-07"
"313164","ZP03","4","2015-08"
"313390","ZP03","16","2015-08"
"313458","ZP02","1","2015-05"
"315319","ZP03","18","2015-08"
"317374","ZP02","5","2015-08"
"317374","ZP03","1","2015-04"
"317380","ZP02","69","2015-07"
"317568","ZP02","15","2015-08"
"317719","ZP02","43","2015-08"
"317719","ZP03","4","2015-08"
"320417","ZP03","39","2015-08"
"321172","ZP01","31","2015-08"
"321172","ZP02","45","2015-08"
"322171","ZP02","8","2015-06"
"322373","ZP02","2","2015-06"
"322563","ZP02","10","2015-08"
"322747","ZP02","41","2015-08"
"323728","ZP02","4","2015-04"
"325167","ZP01","14","2015-08"
"325167","ZP02","7","2015-07"
"325167","ZP03","21","2015-07"
"325441","ZP02","1","2015-06"
"326238","ZP01","3","2015-07"
"326238","ZP02","47","2015-08"
"326238","ZP03","2","2015-05"
"326378","ZP02","1","2015-04"
"326378","ZP03","4","2015-07"
"326435","ZP02","2","2015-08"
"326807","ZP02","27","2015-08"
"326983","ZP03","10","2015-08"
"327529","ZP03","6","2015-08"
