"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"165357","91795259","2014-09-01","19700"
"165357","44517319","2012-10-01","22700"
"165357","44533843","2012-10-01","39200"
"165357","44517883","2012-10-01","54000"
"178905","79526270","2014-01-01","4000"
"184206","75020360","2013-12-01","1125700"
"184206","80297118","2013-12-01","1125700"
"197609","92773168","2014-05-01","60000"
"197609","92773170","2014-05-01","120000"
"197609","81328634","2014-05-01","120000"
"197609","81328630","2014-05-01","60000"
"199727","76458850","2014-03-01","36000"
"199727","80125025","2014-03-01","36000"
"200270","75011940","2014-01-01","7500"
"200270","75011942","2014-01-01","7500"
"200270","80057760","2014-01-01","7500"
"200270","80057762","2014-01-01","7500"
"208939","100871944","2015-05-01","522900"
"208939","100871946","2015-05-01","368900"
"208939","103837443","2015-05-01","4421900"
"208939","107053525","2015-08-01","8700"
"217196","61867596","2013-05-01","10400"
"217196","61867800","2013-05-01","9900"
"217196","61869279","2013-05-01","11500"
"217196","61869729","2013-05-01","7300"
"217196","61869504","2013-05-01","11600"
"217196","61868998","2013-05-01","4100"
"217196","61868260","2013-05-01","12300"
"217196","61867327","2013-05-01","11600"
"217196","61868543","2013-05-01","7800"
"217196","60086181","2013-01-01","100000"
"217196","61868758","2013-05-01","10100"
"217196","61868031","2013-05-01","12300"
"219464","91716156","2013-12-01","2200"
"223581","74999688","2013-10-01","8200"
"227114","80336838","2014-01-01","672500"
"227114","93760635","2014-01-01","672500"
"227114","79571198","2014-01-01","269100"
"227114","75005511","2014-01-01","269100"
"227114","75070118","2014-01-01","672500"
"227114","62052388","2013-05-01","269100"
"230198","88760131","2014-10-01","250000"
"230198","110617667","2015-07-01","52100"
"231607","85047800","2014-03-01","112100"
"231607","75011849","2014-01-01","0"
"231607","60272344","2013-01-01","27900"
"231607","91756218","2014-03-01","112700"
"231607","76432662","2014-03-01","112700"
"231607","80336817","2014-01-01","151100"
"231607","97772916","2014-01-01","151100"
"231607","97806934","2014-03-01","112700"
"231607","75070103","2014-01-01","151100"
"231607","76435351","2014-03-01","112100"
"231607","79636935","2014-03-01","112700"
"233884","99589334","2015-04-01","88300"
"233884","108888673","2015-06-01","15600"
"233884","108888571","2015-04-01","88300"
"233884","91677576","2014-08-01","38500"
"233884","97819544","2014-08-01","38500"
"233884","86294435","2014-08-01","38500"
"233957","76443991","2014-02-01","5400"
"236929","100467725","2015-04-01","12000"
"237094","99029569","2014-10-01","28700"
"237094","112496467","2015-05-01","49800"
"237094","91759518","2014-10-01","28700"
"237094","100871848","2015-05-01","49800"
"237094","111920734","2015-05-01","49800"
"237815","79555415","2014-01-01","0"
"237815","91763841","2014-01-01","0"
"239206","97524138","2015-03-01","8000"
"239206","106057021","2015-03-01","8000"
"240646","108839567","2015-08-01","7700"
"240646","106711435","2015-08-01","7700"
"253715","42234331","2012-09-01","1214200"
"257072","86641613","2014-09-01","18900"
"257072","43074565","2012-10-01","10000"
"260584","41933564","2012-09-01","0"
"260723","86297284","2014-06-01","600"
"260723","91681724","2014-06-01","600"
"262330","100689997","2015-04-01","60400"
"265479","60673193","2012-12-01","10354400"
"269950","101487098","2015-05-01","270000"
"274665","66087127","2013-06-01","1762000"
"274665","66087103","2013-06-01","3928100"
"274665","66087131","2013-06-01","2209700"
"274665","66087100","2013-06-01","2590500"
"274665","66087009","2013-06-01","1921600"
"274665","66087024","2013-06-01","1108100"
"274665","73354325","2013-10-01","4476100"
"274665","73354327","2013-10-01","1717400"
"274665","66087097","2013-06-01","4085000"
"274665","66087093","2013-06-01","2772600"
"274665","66087001","2013-06-01","1007000"
"274665","66087022","2013-06-01","4011700"
"274665","66086999","2013-06-01","3452300"
"274665","66087088","2013-06-01","3499700"
"274665","66087125","2013-06-01","991900"
"274665","66087129","2013-06-01","1534100"
"274665","66087007","2013-06-01","4011000"
"274665","66087026","2013-06-01","1785700"
"274665","66087111","2013-06-01","1570900"
"274665","73354322","2013-10-01","1613800"
"274665","66087113","2013-06-01","1784600"
"274665","66087121","2013-06-01","3414600"
"274665","66087123","2013-06-01","3260000"
"274665","91743471","2014-09-01","2026500"
"274665","91738897","2014-09-01","3300"
"274665","104413521","2015-07-01","627900"
"274665","66087020","2013-06-01","2514600"
"274665","66087116","2013-06-01","3587300"
"274665","66087018","2013-06-01","4545000"
"274665","66087089","2013-06-01","3698600"
"274665","66087028","2013-06-01","966100"
"274665","91722133","2014-08-01","0"
"274665","66087005","2013-06-01","1003600"
"274665","61422013","2013-04-01","1121000"
"274665","66086997","2013-06-01","2895300"
"274665","66087117","2013-06-01","3344200"
"274665","66087119","2013-06-01","1781700"
"274665","66086987","2013-06-01","1606500"
"274665","99030598","2014-12-01","109000"
"274665","66087003","2013-06-01","2923200"
"274665","66087011","2013-06-01","4586700"
"274665","65463465","2013-06-01","1012600"
"274665","66087105","2013-06-01","2656400"
"274665","66086995","2013-06-01","1930200"
"274665","73354223","2013-10-01","2773700"
"274665","61103119","2013-01-01","10300"
"274665","66087095","2013-06-01","1191800"
"274665","66087133","2013-06-01","1382900"
"274665","66087101","2013-06-01","3095900"
"274665","66086944","2013-06-01","1571700"
"274665","66086951","2013-06-01","1107300"
"274665","87811217","2014-09-01","3300"
"274665","66087091","2013-06-01","1219700"
"274665","79321637","2014-04-01","0"
"274665","61170074","2013-03-01","0"
"274665","61170011","2013-03-01","0"
"274665","62175099","2013-05-01","0"
"274665","73354318","2013-10-01","1666300"
"274665","75057067","2014-02-01","385400"
"274665","87372410","2014-08-01","0"
"274665","44373374","2012-12-01","0"
"277188","106431807","2015-08-01","16900"
"277188","109101750","2015-08-01","16900"
"279906","61045227","2013-03-01","127700"
"279906","92708540","2014-11-01","1400000"
"293067","85050810","2014-05-01","16100"
"293067","85050812","2014-05-01","50500"
"298050","74175695","2014-01-01","707000"
"298050","87357172","2014-09-01","707000"
"298187","80322422","2014-01-01","1657100"
"298187","75066978","2014-01-01","1657100"
"300678","107680465","2015-05-01","415200"
"300678","101091943","2015-05-01","415200"
"303552","61502446","2013-04-01","700"
"311106","108926001","2015-06-01","200000"
"311106","101090078","2015-04-01","205400"
"313380","108958367","2015-06-01","70300"
"313380","108679476","2015-08-01","70300"
"313380","93542860","2014-12-01","155100"
"317380","61133187","2013-01-01","33800"
"320133","60135519","2013-01-01","3700"
"320133","43172814","2012-10-01","59900"
"320133","60135245","2013-01-01","4700"
"320133","91763178","2014-06-01","39500"
"320133","60870058","2013-01-01","1205300"
"320133","65848671","2013-06-01","23100"
"320133","73365855","2013-07-01","43000"
"321272","80081948","2014-02-01","8500"
"321272","81329504","2014-02-01","13800"
"321272","81329502","2014-02-01","41800"
"321272","81329506","2014-02-01","49500"
"321272","81329512","2014-02-01","18100"
"321272","81329508","2014-02-01","34100"
"321272","75063989","2014-02-01","8500"
"321272","75063995","2014-02-01","49500"
"321272","75064004","2014-02-01","49500"
"321272","75063991","2014-02-01","41800"
"321272","75063999","2014-02-01","34100"
"321272","75064001","2014-02-01","18100"
"321272","75063993","2014-02-01","13800"
"321272","75064000","2014-02-01","19000"
"321272","75064006","2014-02-01","8500"
"321272","61126935","2013-03-01","0"
"321272","80081970","2014-02-01","49500"
"321272","81329515","2014-02-01","19000"
"321272","81329519","2014-02-01","8500"
"321272","61126926","2013-03-01","41600"
"322773","75073437","2014-01-01","11125000"
"322773","75012072","2014-01-01","2472700"
"322773","85057826","2014-01-01","11125000"
"322773","81339915","2014-01-01","2472700"
"323474","73366583","2013-09-01","6100"
"323474","60083341","2013-01-01","164000"
"323474","60119695","2013-01-01","6000"
"323474","60122696","2013-01-01","2100"
"323474","60149915","2013-01-01","2500"
"323474","60148610","2013-01-01","2400"
"325441","99080682","2015-03-01","36700"
"325441","97741607","2015-03-01","2067800"
"325441","105739490","2015-08-01","6078000"
"325441","99030490","2014-12-01","1500000"
"325441","105739324","2015-08-01","6097700"
"325441","99030478","2014-12-01","1000000"
"328865","101819029","2015-05-01","1867200"
"328901","92644468","2014-12-01","4400"
"328901","92640925","2014-12-01","58000"
"329146","91892865","2014-01-01","238790000"
"329146","80286592","2014-01-01","238790000"
"329146","75056984","2014-01-01","238790000"
"331480","61659093","2013-03-01","924900"
"331524","66082837","2013-02-01","2918500"
"331524","103774817","2015-07-01","44295500"
"331524","9302664","2015-07-01","44295500"
"332580","79892866","2013-12-01","93300"
"332585","105246980","2015-06-01","315800"
"332585","105246969","2015-06-01","84300"
"332585","100223951","2015-03-01","30300"
"332585","99525203","2015-03-01","315800"
"332585","109043593","2015-06-01","315800"
"333778","85042591","2014-07-01","27500"
"333778","97785630","2014-07-01","27500"
"333778","101819033","2015-05-01","155000"
"333778","91893625","2014-07-01","27500"
"333778","101088861","2015-05-01","15500"
"334573","73352703","2013-10-01","8000"
"334996","108915087","2015-07-01","498800"
"334996","104248446","2015-07-01","498800"
"335285","91808358","2014-08-01","82800"
"335285","108908833","2015-07-01","190000"
"335285","101686780","2014-07-01","34300"
"335285","105252215","2015-08-01","66700"
"335285","98061974","2015-03-01","58700"
"335285","105252222","2015-08-01","48400"
"335285","97817460","2014-08-01","82800"
"335285","85063803","2014-08-01","82800"
"335285","85063796","2014-08-01","7600"
"335285","85056361","2014-07-01","34300"
"335531","101117774","2015-05-01","1454400"
"335777","99092834","2015-03-01","10700"
"338315","80122886","2014-04-01","244700"
"338315","85054812","2014-03-01","5003500"
"338315","94630282","2014-12-01","107300"
"338315","91807679","2014-04-01","84500"
"338315","97742271","2015-03-01","437800"
"338315","94630279","2014-12-01","107300"
"338315","91807668","2014-04-01","244700"
"338315","80122890","2014-04-01","84500"
"346278","73375614","2013-07-01","241200"
"354921","67666677","2013-07-01","9160000"
"356424","73328525","2013-09-01","25000"
"357974","60983862","2013-03-01","65000"
"359013","62087001","2013-04-01","7700"
"359013","65534529","2013-05-01","23400"
"359804","100871926","2015-05-01","8100"
"361741","104869137","2015-07-01","6857000"
"361741","112381479","2015-07-01","6857000"
"364331","103013829","2015-06-01","113300"
"364331","102424568","2015-06-01","113300"
"368025","107675397","2015-03-01","6000000"
"368025","98906413","2015-03-01","6000000"
"368334","93700885","2014-12-01","32000"
"368334","108821148","2014-12-01","32000"
"368334","85274275","2014-03-01","348100"
"368334","76441472","2014-03-01","348100"
"371876","105608253","2015-08-01","10200"
"371876","105608251","2015-08-01","22000"
"375262","62329823","2013-04-01","37700"
"375262","62329869","2013-05-01","24300"
"375262","62329855","2013-05-01","44100"
"375262","62329834","2013-05-01","27200"
"377149","97807959","2014-03-01","220300"
"377149","85043944","2014-03-01","220300"
"382636","76426886","2013-12-01","1400"
"382636","80296797","2013-12-01","1400"
"382636","91782811","2014-06-01","19500"
"382636","81460457","2014-06-01","19500"
"382636","66085834","2013-05-01","5900"
"382874","76450267","2014-01-01","21500"
"383922","99268629","2014-07-01","10078000"
"384356","67901824","2013-07-01","0"
"384356","97926015","2015-03-01","6468200"
"396612","101890133","2015-05-01","13000"
"396612","112179633","2015-07-01","150000"
"396612","110282252","2015-05-01","13000"
"396612","104924510","2015-07-01","150000"
"396612","105312550","2015-07-01","150000"
"396612","44382528","2012-11-01","56000"
"396826","101093035","2015-05-01","35000"
"398708","106324258","2015-08-01","13680400"
"401156","104980229","2015-07-01","12100"
"401156","108770454","2015-07-01","12100"
"404023","91675728","2014-09-01","47200"
"410615","73327530","2013-11-01","0"
"411222","85054660","2014-01-01","10000"
"411222","75000598","2014-01-01","10000"
"413771","79322308","2014-04-01","174900"
"413771","109173892","2015-01-01","50100"
"413771","91875639","2014-04-01","174900"
"416796","91677081","2014-09-01","2280000"
"421659","86942898","2014-09-01","14800"
"421659","91694732","2014-09-01","14800"
"422030","101819137","2015-05-01","11900"
"424143","85049028","2014-07-01","9400"
"427123","44373725","2012-11-01","0"
"427123","102528138","2015-06-01","0"
"427123","85057804","2014-07-01","400000"
"427123","103017541","2015-06-01","0"
"427123","102528134","2015-06-01","0"
"427123","100177352","2015-03-01","3822900"
"427123","100247819","2015-04-01","50700"
"427123","92720590","2014-07-01","400000"
"427123","44373716","2012-11-01","0"
"427123","100247824","2015-04-01","200"
"427123","67901441","2013-07-01","0"
"427123","100247813","2015-04-01","10900"
"427123","103195560","2015-01-01","900000"
"427123","44373694","2012-11-01","5107800"
"427123","62162569","2013-06-01","0"
"427123","62164272","2013-06-01","0"
"427123","67685232","2013-08-01","0"
"427123","67685065","2013-08-01","0"
"427123","67685070","2013-08-01","0"
"427123","67685072","2013-08-01","0"
"427123","67685222","2013-08-01","0"
"427123","67685224","2013-08-01","0"
"427701","61055331","2012-12-01","195300"
"427701","91765121","2014-06-01","460200"
"427701","81322937","2014-05-01","12000"
"427701","75020541","2013-12-01","33200"
"427701","75020714","2013-12-01","9200"
"427701","81304868","2013-12-01","9200"
"427701","81304823","2013-12-01","33200"
