"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"246919","726157","0","0.137","2004",""
"246919","705527","1","1","2000",""
"246919","680304","0","1","2011",""
"246919","672003","1","1","1988",""
"246919","670068","0","0.6","2004",""
"246919","653124","1","0.059","2015",""
"246919","649997","1","1","1983",""
"246919","509082","1","0.777","1984",""
"246919","457232","1","0.5","1984",""
"246919","355018","1","1","1984",""
"246919","308830","1","1","1994",""
"246919","295469","1","1","2014",""
"246919","278228","1","1","1993",""
"246919","106852","1","0.2","1985",""
"247005","726897","0","1","2011","2014"
"247005","701855","0","1","2012","2013"
"247005","642217","1","0.2","1999",""
"247005","276976","1","0.98","2013",""
"248419","207201","1","0.75","2014",""
"248889","644637","0","1","2011",""
"248897","702542","0","0.429","2011",""
"248897","684180","0","1","2015",""
"248897","670049","0","0.7","2015",""
"248897","663508","0","1","2015",""
"248897","650163","0","0.25","2015",""
"248897","637896","0","0.49","2014",""
"248897","625694","0","1","2014",""
"251331","729500","0","0.9","2003","2010"
"251331","714257","0","0.6","2014",""
"251331","713923","1","0.55","1996",""
"251331","708432","0","0.423","2009",""
"251331","698017","1","0.5","2005","2007"
"251331","667814","1","0.5","2014",""
"251331","656488","0","0.8","2009",""
"251331","654528","0","0.45","2004",""
"251331","654208","1","1","2014",""
"251331","631788","0","0.5","2014",""
"251331","318389","1","0.75","2002",""
"251331","77885","1","0.55","2003",""
"251387","735513","0","0.2","1995","2001"
"260573","685044","1","0.51","2002","2006"
"260824","725628","1","1","2006",""
"260824","675523","0","0.485","2014",""
"261150","408457","1","0.2","2005",""
"261284","687745","1","0.333","2014",""
"262713","737406","0","0.55","2015",""
"262713","680981","1","0.1","2014",""
"262713","270733","1","0.01","2007",""
"263025","646024","1","0.4","1987","2009"
"263209","363190","1","0.9","2014",""
"266673","639878","0","1","1999",""
"267275","664402","1","1","2015",""
"268900","660840","0","0.4","2009",""
"269902","706390","0","0.4","2015",""
"269902","660650","0","0.51","2012",""
"270253","705431","0","0.76","2014",""
"270627","660691","1","0.5","2010",""
"272371","171441","1","0.5","2009",""
"272511","712343","1","0.5","2000",""
"273705","227090","1","0.5","2015",""
"274439","275341","1","0.8","2007",""
"274733","671488","1","0.5","2013",""
"274733","668833","1","1","2013",""
"276189","704420","0","0.49","2012",""
"277736","733164","1","0.333","2008",""
"277736","221607","1","0.5","2003",""
"278216","739519","1","0.6","2006",""
"278216","724993","1","0.017","2015",""
"278216","724572","1","0.206","1999",""
"278216","712229","1","0.55","2007","2011"
"278216","701369","1","1","1995","2011"
"278216","700886","1","1","1950","2007"
"278216","697831","1","1","1957","2007"
"278216","696983","1","1","1961","2009"
"278216","689265","1","0.8","2006","2011"
"278216","686816","1","1","1981","2009"
"278216","685582","1","1","1992","2015"
"278216","682390","1","1","1992","2010"
"278216","653172","1","1","1980","2008"
"278216","653124","1","0.059","2015",""
"278216","646745","1","0.19","2013",""
"278216","640400","1","1","1980","2007"
"278216","639460","1","1","1988","2011"
"278216","638688","1","1","2000","2007"
"278216","623499","1","0.35","2001","2008"
"278216","526148","1","1","2008",""
"278216","490695","1","0.2","1994",""
"278216","326871","1","0.143","1987",""
"278216","263222","1","0.2","1995",""
"278216","231500","1","0.3","1994",""
"278216","157640","1","1","1996",""
"278216","100044","1","0.1","2011",""
"278216","74024","1","1","2000",""
"278216","71897","1","1","1984",""
"278216","18153","1","0.449","2005",""
"278797","732851","0","0.6","2009",""
"281244","665149","1","0.6","2015",""
"281244","69135","1","0.9","2014",""
"282742","626781","1","0","2014",""
"285529","684017","0","0.33","2006",""
"288092","659648","1","0.6","1995","2013"
"288783","677634","0","1","2011",""
"289400","721852","1","0.5","1998","2008"
"290582","720992","1","1","2007","2011"
"290582","689350","0","1","2008","2010"
"290582","660534","0","0.4","2001","2011"
"291179","692267","1","0.49","2004",""
"291750","710800","1","0.2","2013",""
"291750","698123","1","0.4","2015",""
"291750","661021","1","0.588","2012",""
"291750","516231","1","0.5","2013",""
"291750","291327","1","0.6","2014",""
"291750","218629","1","0.145","2012",""
"291750","117584","1","0.6","2010",""
"291750","59832","1","0.6","2014",""
"291750","27761","1","0.101","2010",""
"291883","712332","1","0.01","2007",""
"292137","676261","1","1","2005",""
"292572","692037","1","1","1994",""
"292572","236839","1","1","1985",""
"293749","652149","0","0.05","2013",""
"293882","650399","1","0.25","2002","2013"
"294926","733260","0","0.4","2015",""
"295279","701171","1","0.625","2004",""
"295300","739811","0","1","2014",""
"295300","736742","1","0.6","2014",""
"295300","725041","0","0.8","2013",""
"295300","707998","1","0.033","2006",""
"295300","686008","0","0.6","2013",""
"295300","652632","0","0.1","2015",""
"295300","441074","1","0.2","2012",""
"295300","324787","1","1","2003",""
"296794","709149","1","0.01","2007",""
"296794","237543","1","0.9","2007",""
"298622","632467","0","0.5","2014",""
"300133","408271","1","0.333","1992",""
"300133","342894","1","0.25","2001",""
"300765","681409","0","0.936","2014",""
"302527","737001","1","0.27","2010",""
"302527","638606","1","0.51","2011",""
"302527","525408","1","0.143","2008",""
"302527","107647","1","1","2012",""
"302844","690160","1","1","2003",""
"302844","647074","1","0.15","2002","2008"
"303526","730454","0","1","2011",""
"303526","729464","0","1","2011",""
"303526","723870","1","0.25","2012",""
"303526","688985","0","0.4","2015",""
"303526","667524","0","0.005","2009",""
"303526","287485","1","0.877","2015",""
"303526","218898","1","0.6","2009",""
"305437","736581","1","0.1","1999",""
"305437","288371","1","0.217","1999",""
"305437","225601","1","0","2000",""
"305437","190379","1","0.9","2006",""
"306925","406890","1","0.925","2015",""
"306960","717337","0","1","2008","2009"
"307476","704352","1","1","1997","2009"
"307476","175930","1","0.4","2000",""
"309106","739433","1","0.9","2005",""
"309106","738856","0","0.19","1994",""
"309106","703640","1","0.5","2015",""
"309106","698701","1","0.9","2015",""
"309106","693892","1","0.51","2013",""
"309106","679055","1","0.878","2004",""
"309106","634428","1","0.9","2015",""
"309106","511631","1","0.5","2014",""
"309106","267983","1","1","2005",""
"309106","184560","1","0.5","2010",""
"309106","52477","1","0.5","2012",""
"309484","635505","0","0.3","2010",""
"309772","677498","1","0.95","2012",""
"311286","734592","0","0.495","2011",""
"312516","681015","0","0.104","2010",""
"315317","667773","0","1","2015",""
"315317","662267","0","1","2015",""
"315317","640115","0","1","2015",""
"315784","641520","1","0.143","2014",""
"315784","352685","1","0.49","2014",""
"316157","650786","0","1","2014",""
"317522","697037","0","1","2011",""
"317522","680589","1","1","1986",""
"318173","719510","1","0.24","2007",""
"319037","366899","1","0.63","2002",""
"319697","217337","1","0.2","2008",""
"320751","661228","0","0.321","1993",""
"321523","246591","1","0.53","2006",""
"321634","47618","1","0.49","2010",""
"322214","696499","1","0.987","2005","2010"
"322503","189847","1","0.99","2008",""
"322926","703914","0","0.875","2015",""
"322926","111552","1","0.495","2014",""
"323066","672080","0","0.003","2008",""
"323177","716446","1","0.5","2002",""
"323200","727026","0","0.995","2007",""
"325219","691683","1","0.416","1995","2012"
"325219","663322","1","0.15","2004","2013"
"325219","658662","1","0.8","2003","2013"
"325219","626321","0","0.49","2004","2012"
"325219","97304","1","0.066","1999",""
"325364","306130","1","0.35","2010",""
"327760","667565","1","0.8","2003","2014"
"327837","705420","0","0.95","2011",""
"327837","631909","1","0.024","2014",""
"327837","371766","1","0.3","2005",""
"327926","666045","0","1","2011",""
"327926","657605","1","0.029","2010",""
"327926","219411","1","1","2012",""
"328499","739248","1","0.06","1999",""
"328499","721472","1","0.15","2015",""
"328499","699271","1","0.15","2011",""
"328499","432745","1","0.55","2001",""
"328924","699105","0","0.5","2002","2015"
"328924","676845","0","0.98","2014",""
"328924","670904","1","0.98","2015",""
"328924","648634","0","0.98","2002",""
"328924","634153","1","0.98","2015",""
"328924","278122","1","0.98","2015",""
"328924","21738","1","0.98","2002",""
"329260","324505","1","0.6","2011",""
"329570","701681","1","1","2011","2012"
"329570","682622","1","1","2011","2012"
"329570","638341","1","1","2012","2012"
"329741","739879","1","1","1998",""
"329741","732662","0","0","2010",""
"329741","687286","0","1","2009",""
"329741","672139","1","0.25","2013",""
"331652","678005","1","0.49","2011",""
"331658","720676","1","0.7","2005",""
"337071","738288","1","0.03","2014",""
"337071","732492","1","1","2015",""
"339141","729763","1","0.13","2000","2009"
"339141","704441","1","0.4","1997",""
"339141","679915","1","0.2","2003",""
"339141","660067","0","0.95","1999",""
"339141","421151","1","1","1992",""
"339520","718556","1","1","2014",""
"339520","673083","1","1","2014",""
"339520","21719","1","1","2014",""
"339883","628637","1","0.018","1994","2010"
"340335","735156","1","0.3","1987",""
"340335","656305","1","0.008","1993",""
"340335","332688","1","0.4","1997",""
"340721","726062","1","0.4","2002","2009"
"340721","667139","0","0.06","2002","2006"
"340838","708443","1","0.5","2003","2008"
"340838","682304","1","0.2","2004","2006"
"341751","650587","0","0.12","2010",""
"342100","734153","1","1","1993","2012"
"342100","723837","1","1","1998","2013"
"342100","683450","0","0.727","1998","2002"
"342100","680132","1","0.833","1996","2008"
"342100","672921","1","0.998","1999","2011"
"342100","648097","0","0.6","1995",""
"342100","632386","1","1","2001","2011"
"342928","681478","1","0.53","1993","2009"
"342928","669679","1","0.8","2002","2010"
"342928","666604","1","0.5","2003","2010"
"342928","627550","0","0.074","2003","2006"
"343599","643237","1","1","2009",""
"343599","629537","1","1","2013",""
"343599","440003","1","1","2014",""
"343599","75802","1","1","2005",""
"343615","735132","0","0.4","2015",""
"343615","734323","0","0.95","2015",""
"343615","663013","0","0.9","2015",""
"343615","191889","1","0.75","2015",""
"344108","277887","1","0.046","2015",""
"344892","723290","1","0.2","2002","2008"
"347627","682095","1","0.15","1996","2008"
"347691","696731","1","0.93","2007","2010"
"347934","194957","1","0.132","2011",""
"348205","678155","0","0.51","2014",""
"348926","644922","0","0.004","2001","2009"
"348926","635164","1","0.021","2001",""
"349186","691055","0","0.5","2015",""
"349186","154676","1","1","2013",""
"351037","730496","1","0.24","1992","2011"
"351037","702568","1","1","1984","2013"
"351037","697202","1","0.505","2005",""
"351037","692010","0","0.25","2013",""
"351037","645388","0","1","2014",""
"351037","633322","0","1","2014",""
"351037","211558","1","1","1996",""
"351037","12327","1","1","1994",""
"351407","694856","0","0.476","2014",""
"351530","717290","1","0.8","2005","2010"
"351530","705004","0","0.51","2007",""
"351530","672814","1","1","2008",""
"351530","647145","1","0.5","2011",""
"351530","628577","1","0.9","2009",""
"351530","20382","1","1","2013",""
"351610","722805","0","0.1","2008",""
"352008","686709","1","0.7","2002","2009"
"352008","631872","1","0.533","2015",""
"352008","14988","1","0.49","1993",""
"352016","710570","0","0.51","2011",""
"352016","698782","0","1","2012","2013"
"352016","668414","0","0.51","2004",""
"352016","667560","0","0.51","2012",""
"352016","253779","1","1","2013",""
"352767","731877","0","1","2015",""
"352767","700219","1","1","2012","2014"
"352767","673569","0","0.07","2001",""
"352767","356743","1","0.853","2012",""
"352815","704343","0","1","2014",""
"353194","393149","1","0.9","2014",""
"354797","731443","0","1","2014","2015"
"354797","679030","0","0.5","2014","2015"
"354797","673465","0","1","2014",""
"354797","663128","0","1","2014",""
"354797","638932","0","1","2014","2015"
"354797","631600","0","1","2014","2015"
"354797","629312","0","1","2014",""
"357237","680621","0","0.2","2012",""
"357643","658005","0","0.4","2012",""
"357787","400141","1","0.03","2002",""
"358207","676547","1","0.076","2015",""
"359651","701541","1","0.5","1995",""
"359926","674071","0","1","1994","1996"
"360687","678276","0","0.541","2008",""
"361116","664777","1","1","2009",""
"362031","712559","1","1","2002",""
"363168","509602","1","0.2","2008",""
"364304","732885","0","0.25","2014",""
"364304","378966","1","0.333","2015",""
"364435","737959","0","0.333","2004","2006"
"364435","659555","1","0.38","1998",""
"364435","631983","0","0.3","2000",""
"364698","703072","0","0.15","2014",""
"365583","733816","1","0.35","2001","2011"
"365583","373630","1","0.016","2015",""
"365973","689966","1","0.65","2006","2008"
"366844","724852","1","0.96","2004","2008"
"366844","688390","1","0.5","2014",""
"367296","738041","0","0.2","2012",""
"367296","652617","0","1","2012",""
"367296","363254","1","0.145","2013",""
"367830","631397","0","0.32","2002","2010"
"368188","727945","1","0.1","1993",""
"368188","659843","1","0.4","1995","2013"
"368188","658796","1","1","1992","2008"
"371357","653163","1","0.6","2001","2008"
"371357","631328","1","0.012","2000",""
"371357","289916","1","1","2006",""
"371842","722312","1","0.781","2012",""
"371842","697696","1","0.6","2014",""
"371842","697486","1","0.721","2010",""
"371842","655344","1","0.49","2015",""
"371842","636523","0","1","2012",""
"371842","629700","1","0.333","2008",""
"371842","442997","1","1","2013",""
"373010","712478","1","0.98","2010",""
"373376","715165","0","0.1","2014",""
"373376","698019","0","0.033","2014",""
"373708","707151","0","1","2009",""
