EID,TYPECODE,FBDATE,SXENDDATE,BREAKFAITH_CNT,BREAKFAITH_FIRST_FIRST_TIME,BREAKFAITH_FIRST_END_TIME,BREAKFAITH_END_FIRST_TIME
5631,[  778355 89074898],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
374272,[  592446 85271711],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
275971,[1061802],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
284164,[  245660 79279776],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
65028,"[  190033   190032   190031   190035   190034 81122436 81122444 81122427
 81122438 81122425]","['2014-06' '2014-06' '2014-06' '2014-06' '2014-06' '2014-06' '2014-06'
 '2014-06' '2014-06' '2014-06']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01']",10,2014-06,2014-06,2018-01
357896,[  225970 80122859],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
183816,[  199426 10027606],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
476681,[ 1139290 91566825],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
370187,[  795733   795884 89088556 89119010],['2014-12' '2014-12' '2014-12' '2014-12'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-12,2014-12,2018-01
269838,[  686365 61373867],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
445967,[  204052   204012   191071 60001415 61879992 79934068],['2014-07' '2014-07' '2014-06' '2014-07' '2014-07' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-07,2014-06,2018-01
99856,[ 1772427  1807174 33544758 27325653],['2015-06' '2015-06' '2015-06' '2015-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-06,2015-06,2018-01
501267,[188898],['2014-06'],['2015-07'],1,2014-06,2014-06,2015-07
230932,[  994577 93697849],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
196116,[  2298478   2305142 106054936 103928010],['2015-08' '2015-08' '2015-08' '2015-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-08,2015-08,2018-01
42517,[1246493 1084133 1268305 1275977 1270142 1270135 1267688 1092855 1270101],"['2015-03' '2015-01' '2015-03' '2015-03' '2015-03' '2015-03' '2015-03'
 '2015-03' '2015-03']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",9,2015-03,2015-03,2018-01
85526,[2183563],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
267800,"[  740887   641841  1208177  1516380  1516381  1908803 97983928 78150128
 88421589 90213766]","['2014-11' '2015-02' '2015-02' '2015-04' '2015-04' '2015-06' '2015-04'
 '2015-06' '2015-02' '2015-02']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01']",10,2014-11,2015-02,2018-01
509943,[  745875  1050576  1050102  1342915  1976389  2147956 98619311],['2014-11' '2015-01' '2015-01' '2015-03' '2015-07' '2015-08' '2015-07'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],7,2014-11,2015-07,2018-01
378871,[ 1045692 65981974],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
525849,[ 1130284 92400371],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
278041,[  167944 33118900],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
218654,[1098576],['2015-01'],['2015-07'],1,2015-01,2015-01,2015-07
3615,[2152272],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
402981,[187610],['2014-06'],['2015-07'],1,2014-06,2014-06,2015-07
468518,[2168639],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
267817,[ 1357319 98094808],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
183850,[ 1679552 27323794],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
257579,[    9069 66171177],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
28204,[  536301 81307437],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
450095,[  2108682 100386310],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
347696,[ 1050286 65980299],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
226865,[2250058],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
267825,[  1868257   2193704 101889996 103018813],['2015-06' '2015-08' '2015-06' '2015-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-06,2015-08,2018-01
382513,[1577083],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
493110,[ 1703765  2020964 85065577],['2015-05' '2015-08' '2015-05'],['2018-01' '2018-01' '2018-01'],3,2015-05,2015-05,2018-01
376375,[ 1246069 97769597],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
214586,[ 1275605 66032664],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
173627,[ 1490955 34250915],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
292411,[1837201],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
429630,[  1803433 101355679],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
112192,[ 1319715 93754304],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
126528,[  657582 85963630],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
210499,[  402951 81336493],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
106052,[  634281 80290905],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
396869,[  503901  1091628 80147705 95136963],['2014-09' '2015-01' '2014-09' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-09,2015-01,2018-01
345670,[1544600],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
286278,[ 1636186 91707079],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
24132,[  335743   229800 80317601 85050378],['2014-09' '2014-08' '2014-08' '2014-09'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-09,2014-09,2018-01
42569,[ 1262898 96486060],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
26187,[  1665472 101482732],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
364109,"[  613656   613513   613390   613725    60400  1372637  1369579  1357312
  1372403  1372418 92542282 92542274 97522626 85062237 83563320 91677254
 68687487 85959534]","['2014-10' '2014-10' '2014-10' '2014-10' '2014-01' '2015-03' '2015-03'
 '2015-03' '2015-03' '2015-03' '2015-03' '2015-03' '2015-03' '2014-10'
 '2014-10' '2015-03' '2014-10' '2014-10']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01']",18,2014-10,2014-10,2018-01
200270,[  962998 80057762],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
48719,[  206496 73325362],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
288336,[170993],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
13905,[1039724 1040060 1039719 1039830],['2015-03' '2015-03' '2015-03' '2015-03'],['2015-07' '2015-07' '2015-07' '2015-07'],4,2015-03,2015-03,2015-07
443986,[ 1568851 97190233],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
110163,[  2020340 104114267],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
17998,[  2301539 100868932],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
151124,[  1419886   1578895  98905794 100523250],['2015-04' '2015-05' '2015-04' '2015-05'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-04,2015-05,2018-01
312917,[ 1845562 99082430],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
308822,[  193147 73365886],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
200280,[ 1984060 99418710],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
298585,[ 2016580 65991272],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
132697,[  2029223 103893459],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
405088,[  529695 67782966],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
392801,[ 1579684 93696601],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
58978,[  1724249 700661506  62092742],['2015-06' '2015-06' '2015-06'],['2018-01' '2018-01' '2018-01'],3,2015-06,2015-06,2018-01
245345,[ 1294676 98100797],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
151140,[  243916 62168958],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
400994,[  2261871 105609191],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
388710,[  654925 80294518],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
501351,[1242569],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
63080,[  229637 12500896],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
124521,[    7648 66070086],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
507493,[  219320   218260   206584 16539918 23962550],['2014-08' '2014-08' '2014-08' '2014-08' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2014-08,2014-08,2018-01
198255,[1853430],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
495217,[  216425   218150   206528 32506898 42523822],['2014-08' '2014-08' '2014-08' '2014-08' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2014-08,2014-08,2018-01
472692,[ 1171896 92779742],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
181877,[243704],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
165494,[  187089 79307427],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
251511,[  334078   217260 14252396],['2014-09' '2014-08' '2014-09'],['2018-01' '2018-01' '2018-01'],3,2014-09,2014-09,2018-01
116343,[  247667 83556985],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
169590,[930255],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
298618,[ 1546364 93542269],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
198267,[ 1123565 27829712],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
347776,[ 1823853  1824272 28100865 27878352],['2015-06' '2015-06' '2015-06' '2015-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-06,2015-06,2018-01
482945,[  203990 73346972],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
292480,[ 1098459 61473800],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
429700,[  195221 79322341],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
36486,[ 223898 9212778],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
65159,[  1685476   2145976  91757413 102932470],['2015-05' '2015-08' '2015-05' '2015-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-05,2015-08,2018-01
312966,"[ 1083296  1092182  1092146  1092123  1092196  1092015  1092035  1092162
 66052592 66052132 66053034 66052202 66051691 66052579 66052626 66053053]","['2015-01' '2015-03' '2015-03' '2015-03' '2015-03' '2015-03' '2015-03'
 '2015-03' '2015-03' '2015-01' '2015-03' '2015-03' '2015-03' '2015-03'
 '2015-03' '2015-03']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",16,2015-01,2015-03,2018-01
71306,[1445714],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
450186,[19646],['2013-10'],['2018-01'],1,2013-10,2013-10,2018-01
376460,[ 1099667 41032652],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
106128,[2030366],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
337555,[  860132 92422615],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
22163,[1037822],['2015-01'],['2015-07'],1,2015-01,2015-01,2015-07
151191,[ 1078009 80293222],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
272023,[ 1059271 91746937],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
448151,[  1636203 100871093],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
36504,"[  239711   242521   215684   242415   218653   218386   206603   218326
   243049   206944 26630972 21645108 21642836 26630502 20174101 26629709]","['2014-08' '2014-08' '2014-08' '2014-08' '2014-07' '2014-08' '2014-08'
 '2014-08' '2014-08' '2014-08' '2014-08' '2014-08' '2014-08' '2014-08'
 '2014-08' '2014-07']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",16,2014-08,2014-07,2018-01
476827,[  227962   337994 81378704],['2014-08' '2014-09' '2014-08'],['2018-01' '2018-01' '2018-01'],3,2014-08,2014-08,2018-01
91804,[   19018 60286898],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
161437,"[  623715   623766   623668   211911   210417  1147458 81330624 81330629
 33284878 81330618]","['2014-10' '2014-10' '2014-10' '2014-08' '2014-07' '2015-01' '2014-10'
 '2014-10' '2014-08' '2014-10']","['2018-01' '2018-01' '2018-01' '2018-01' '2015-07' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01']",10,2014-10,2014-10,2018-01
306846,[ 1644378  1644408  1837450  2282790 92555158 97122624 93819298 97941477],"['2015-05' '2015-05' '2015-06' '2015-08' '2015-05' '2015-06' '2015-05'
 '2015-08']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2015-05,2015-08,2018-01
401053,[  210586   225852 36559588 81330698],['2014-07' '2014-07' '2014-07' '2014-07'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-07,2014-07,2018-01
491159,[1622122],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
315038,[188872],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
212638,[  203106 80056775],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
91810,[ 1597561 96972279],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
489124,[190606],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
499365,[1937624],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
364199,[    3903 44258976],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
446120,[   19028  1145792 60654432 24010053],['2013-10' '2015-01' '2013-10' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2013-10,2015-01,2018-01
153257,[646995],['2014-11'],['2018-01'],1,2014-11,2014-11,2018-01
501418,[970803],['2015-01'],['2015-07'],1,2015-01,2015-01,2015-07
321196,[ 1920188 83519397],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
104109,[  884730 92772372],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
351918,[ 1269206 61395703],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
251567,[ 1099881 24467062],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
417452,[1646985],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
143026,[ 1549421  1549426 98905870],['2015-05' '2015-05' '2015-05'],['2018-01' '2018-01' '2018-01'],3,2015-05,2015-05,2018-01
456371,[  198049   993253  1703761  2020952 85065576 79282888 85053507],['2014-06' '2015-01' '2015-05' '2015-08' '2015-05' '2014-06' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],7,2014-06,2015-01,2018-01
427701,[  734902 81322937],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
351926,[  261866 80466882],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
401078,[1053108],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
351929,[724849],['2014-11'],['2018-01'],1,2014-11,2014-11,2018-01
446138,[  891423 92564132],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
331452,[933427 933442 936965 193491],['2014-12' '2014-12' '2014-12' '2014-06'],['2015-07' '2015-07' '2015-07' '2015-07'],4,2014-12,2014-06,2015-07
136893,[1196490 1203673],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
396990,[  217927 80147426],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
231105,[14358],['2013-10'],['2018-01'],1,2013-10,2013-10,2018-01
452290,[ 1865703 99914601],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
319171,[961989],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
48835,[ 1273066 93876573],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
75459,[2102144],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
294600,[181945],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
165576,[928714],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
194248,[ 1822823 27160899],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
18124,[1193528],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
368334,[172924],['2014-06'],['2015-07'],1,2014-06,2014-06,2015-07
521935,[ 1273138 97931960],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
435920,[407601],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
349904,[   20573 61517726],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
310996,[ 1750861 61320876],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
26326,[928838],['2014-12'],['2015-07'],1,2014-12,2014-12,2015-07
427734,[  587485 86795756],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
362200,[   90485 73365744],['2014-02' '2014-02'],['2018-01' '2018-01'],2,2014-02,2014-02,2018-01
317145,[  2303668 106294482],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
227034,[ 1274488  2206688  2206485 97121620],['2015-03' '2015-08' '2015-08' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-03,2018-01
247515,[1269002],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
42716,[ 1202263 61479694],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
151262,[1099851],['2015-01'],['2015-07'],1,2015-01,2015-01,2015-07
69343,[161461],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
261856,[  766775   895950   330011 83572652 83519318 79307722],['2014-11' '2014-12' '2014-08' '2014-11' '2014-12' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-11,2014-08,2018-01
124641,[1335655],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
274142,[ 705298  705299 1773902],['2014-11' '2014-11' '2015-06'],['2018-01' '2018-01' '2018-01'],3,2014-11,2015-06,2018-01
397026,[210407],['2014-07'],['2018-01'],1,2014-07,2014-07,2018-01
452324,[903848],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
63205,[ 1006643 22974503],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
208615,[ 1270111 66047820],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
397032,[   90998 73384015],['2014-02' '2014-02'],['2018-01' '2018-01'],2,2014-02,2014-02,2018-01
265961,[  482079 41388847],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
216809,[ 1171999 91738706],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
388841,[ 1736439 93699824],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
323306,[216340],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
184046,[ 1398700 92417526],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
177903,[661171],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
288496,[  178092 72366043],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
313075,[ 1249466 66083150],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
81653,[ 1186171  1251844 91673801 85076674],['2015-02' '2015-03' '2015-02' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-02,2015-03,2018-01
327414,[   17714 66225063],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
202487,[  936941 17563816],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
1783,[ 1452708 19251237],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
489209,[   145297 700661482  62198933],['2014-05' '2014-05' '2014-05'],['2018-01' '2018-01' '2018-01'],3,2014-05,2014-05,2018-01
372474,[   58729   210773 79522245],['2014-01' '2014-07' '2014-07'],['2015-07' '2018-01' '2018-01'],3,2014-01,2014-07,2015-07
272119,[1168263],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
401151,[139793],['2014-05'],['2018-01'],1,2014-05,2014-05,2018-01
48897,[  194988   200838 81341166 81341723],['2014-06' '2014-07' '2014-07' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-06,2014-06,2018-01
325378,[1630378],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
190211,[1258825],['2015-03'],['2015-07'],1,2015-03,2015-03,2015-07
163587,"[  205642   205654   192610   192608   236249  1942415 41626913 42689785
 80154863]","['2014-08' '2014-08' '2014-08' '2014-08' '2014-08' '2015-07' '2014-08'
 '2014-08' '2015-07']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",9,2014-08,2015-07,2018-01
438020,[554461],['2014-09'],['2018-01'],1,2014-09,2014-09,2018-01
298761,[ 1045449 66000387],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
218889,[  903790 66051019],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
431883,[  1742894 100523177],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
268043,[   194492    194461 700661454 700661455   9777063   9771098],['2014-06' '2014-06' '2014-06' '2014-06' '2014-06' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-06,2014-06,2018-01
247562,[  1175493   1968797 100467539  60659695],['2015-03' '2015-07' '2015-07' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-03,2018-01
32532,[  171278 27944069],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
317205,[  172937   165470 41360293 79281235],['2014-06' '2014-06' '2014-06' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-06,2014-06,2018-01
409364,"[  1581851   1818105   1817867   1818007  22687309  22686914  22687145
 700661458  20347203]","['2015-05' '2015-06' '2015-06' '2015-06' '2015-06' '2015-06' '2015-06'
 '2015-05' '2015-05']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",9,2015-05,2015-05,2018-01
204564,[  217505   217496   217490   217493   206416   217987   217499 72827173],"['2014-08' '2014-08' '2014-08' '2014-08' '2014-08' '2014-08' '2014-08'
 '2014-08']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2014-08,2014-08,2018-01
421659,[1874540],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
481052,[184124],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
163612,[ 1275178 66031056],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
171803,[ 1340095 97521814],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
188193,[218760],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
208675,[ 1213521  1536228 37462586],['2015-02' '2015-05' '2015-02'],['2018-01' '2018-01' '2018-01'],3,2015-02,2015-02,2018-01
395043,[1044626],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
241443,[1306573],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
227114,[  602979   474466 80336838 79571198],['2014-10' '2014-09' '2014-09' '2014-10'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-10,2014-10,2018-01
460594,[217266],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
38709,"[  773348   773419   773420   773392  1378899 89111480 98106477 89097724
 89097721]","['2014-12' '2014-12' '2014-12' '2014-12' '2015-04' '2014-12' '2015-04'
 '2014-12' '2014-12']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",9,2014-12,2014-12,2018-01
399157,[ 1408679 80303497],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
407355,[2333554],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
32572,[1813296],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
450365,[  885091 91832234],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
61245,[218796],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
270142,[ 2265446 99635319],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
128829,[ 1251294 22628951],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
341822,[220713],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
329535,[  747968 83508820],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
245571,[1123835],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
